moderator_ci_low,moderator_ci_high,moderator_ci_level,moderator_ci_sidedness,moderator_ci_method,moderator_ci_status,predictor_ci_low,predictor_ci_high,predictor_ci_level,predictor_ci_sidedness,predictor_ci_method,predictor_ci_status,interaction_ci_low,interaction_ci_high,interaction_ci_level,interaction_ci_sidedness,interaction_ci_method,interaction_ci_status,predictor,moderator,outcome,n,n_groups,beta_interaction,se_interaction,p_interaction,beta_predictor,p_predictor,beta_moderator,p_moderator,re_var,log_likelihood,converged,optimizer,inference_note
-0.15103842481926896,0.032377085478399355,95.0,two-sided,wald_normal,ok,-1.4702918776867757,0.2617016359723191,95.0,two-sided,wald_normal,ok,-0.3602580831270304,1.0997902238405564,95.0,two-sided,wald_normal,ok,neg_persist_crossrun_mean_z_L,C5SES,C5SPGP,126,,0.36976607035676295,0.3724681469874604,0.32083400382493243,-0.6042951208572283,0.17141579639320503,-0.0593306696704348,0.20479583921270272,0.057308262574223424,-119.74333750867663,True,lbfgs,
-0.024915616353165707,0.1138631213545515,95.0,two-sided,wald_normal,ok,-0.7330282408451927,0.713200465550663,95.0,two-sided,wald_normal,ok,-0.6090823840646566,0.4212343843357125,95.0,two-sided,wald_normal,ok,neg_persist_crossrun_mean_z_L,C5SES,C5SPGN,126,,-0.0939239998644721,0.2628407400664952,0.7208358934623842,-0.009913887647264884,0.9785625609929145,0.044473752500692895,0.20904332047343344,3.184886056087545e-10,-78.0963097747109,True,powell,
-0.009734348200690888,0.06583519718461485,95.0,two-sided,wald_normal,ok,-0.3311654388013876,0.39421671909021594,95.0,two-sided,wald_normal,ok,-0.32627469964702177,0.2711490903958434,95.0,two-sided,wald_normal,ok,neg_persist_crossrun_mean_z_L,C5SES,C5SPGN_log,126,,-0.027562804625589205,0.15240682858339943,0.8564851629612769,0.03152564014441419,0.8647247140134315,0.02805042449196198,0.14566209973204658,5.928241949310884e-12,-15.16284576029284,True,powell,
