ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed
0.005931019374206567,0.013814364923907987,95.0,two-sided,wald_normal,ok,C2PAGE,PA_score,1168,,0.009872692149057278,0.002011094492522374,4.909114010189872,4.5744390619884e-07,9.1488781239768e-07
-0.0042200435373506585,-0.0014749828087363616,95.0,two-sided,wald_normal,ok,C2PAGE,NA_score,1168,,-0.00284751317304351,0.0007002834619072048,-4.066229359877181,2.3889956853873073e-05,4.777991370774615e-05
-0.030402800809087943,-0.01394889265604324,95.0,two-sided,wald_normal,ok,C2PAGE,NA_score_log,1168,,-0.02217584673256559,0.004197502679342843,-5.283104842719819,6.350632686391577e-08,1.2701265372783155e-07
