ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,r,p,p_two_tailed
-0.29895116289640994,0.04362478350275897,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGP,127,-0.1315899485505464,0.9298536165060745,0.14029276698785098
-0.34392863093908194,-0.006521404327085943,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGN,127,-0.1805309372375384,0.02112319696240489,0.04224639392480978
-0.3317852945479853,0.007186744377305851,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.16723728119007655,0.030102335919964255,0.06020467183992851
-0.13039543230809936,0.21735457224001328,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGP,127,0.04483777664536433,0.3083432645784906,0.6166865291569812
-0.3694664281315521,-0.03576984626617229,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGN,127,-0.20868404280875477,0.00927428263815258,0.01854856527630516
-0.3517247519779443,-0.015389500704529425,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.18909715526143278,0.016619046269147165,0.03323809253829433
