table_method,source,ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,beta,se,t,p,r_squared,adj_r_squared,df_resid,p_two_tailed,r,moderator_ci_low,moderator_ci_high,moderator_ci_level,moderator_ci_sidedness,moderator_ci_method,moderator_ci_status,predictor_ci_low,predictor_ci_high,predictor_ci_level,predictor_ci_sidedness,predictor_ci_method,predictor_ci_status,interaction_ci_low,interaction_ci_high,interaction_ci_level,interaction_ci_sidedness,interaction_ci_method,interaction_ci_status,moderator,beta_interaction,se_interaction,t_interaction,p_interaction,beta_predictor,p_predictor,beta_moderator,p_moderator,analysis_type,motion_covariate,n_groups,z,re_var,log_likelihood,converged,degenerate_re,optimizer
OLS,results/tables/00a_diary_panas/regressions.csv,0.3409211138339864,0.6312961860326215,95.0,two-sided,student_t,ok,PA_score,C5SPGP,136,0.48610864993330394,0.07316196381827883,6.644281052114873,1.721799852013794e-09,0.557404291174637,0.3903018296793468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00a_diary_panas/regressions.csv,0.30290004234104334,0.8243334839676746,95.0,two-sided,student_t,ok,NA_score,C5SPGN,136,0.5636167631543589,0.13137868309794784,4.290016841881122,4.194345826230923e-05,0.3446501767429446,0.09722218224793389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00a_diary_panas/regressions.csv,0.027131230267438564,0.08730513561911853,95.0,two-sided,student_t,ok,NA_score_log,C5SPGN_log,136,0.057218182943278545,0.01516122252785044,3.7739821335760673,0.00027528170806714143,0.34282043028547005,0.09470161314835157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/age_erq/regressions.csv,-0.022410712902180545,0.014798322041930047,95.0,two-sided,student_t,ok,C5PAGE,C5SER,229,-0.003806195430125248,0.009428807274119823,-0.4036772965518648,0.6869265433108919,0.24206877336223587,0.04525790235684968,181,0.6869265433108919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/age_erq/regressions.csv,-0.0007633272349195953,0.03923288648444151,95.0,two-sided,student_t,ok,C5PAGE,C5SES,229,0.019234779624760955,0.010135081208658239,1.8978416875761182,0.059308663166551624,0.34246571762789835,0.17172477137657916,181,0.059308663166551624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.10715173225134494,0.12211933364786301,95.0,two-sided,student_t,ok,C5SER,PA_score,135,0.007483800698259033,0.05785095684657093,0.12936347307283352,0.8973041709683012,0.1401300176325797,-0.03804123997508402,111,0.8973041709683012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.021187156905111283,0.06836336208659874,95.0,two-sided,student_t,ok,C5SER,NA_score,135,0.023588102590743724,0.022595887490028648,1.043911313558847,0.29879457296595474,0.2122351591009478,0.049004606482225155,111,0.29879457296595474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.02413794618659945,0.4796065752202816,95.0,two-sided,student_t,ok,C5SER,NA_score_log,135,0.2277343145168411,0.12710763329559188,1.791665131449969,0.07591139268706329,0.197477442982112,0.03118898522164859,111,0.07591139268706329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.17628676190906561,0.05813284094756674,95.0,two-sided,student_t,ok,C5SES,PA_score,135,-0.05907696048074944,0.05915006446915194,-0.9987640928364393,0.32008129778493566,0.14766014810794892,-0.028950812194007636,111,0.32008129778493566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.05328684660576611,0.03908994779501169,95.0,two-sided,student_t,ok,C5SES,NA_score,135,-0.007098449405377212,0.023309029098566306,-0.30453646848009747,0.7612894363430168,0.2051653170705331,0.040469842229292174,111,0.7612894363430168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_diary/regressions.csv,-0.3297800766331202,0.19435533125895071,95.0,two-sided,student_t,ok,C5SES,NA_score_log,135,-0.06771237268708476,0.13225277574735086,-0.5119920720336268,0.6096737141480573,0.17621433539378561,0.0055200084933987315,111,0.6096737141480573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,0.06641938834328243,0.253772711280388,95.0,two-sided,student_t,ok,C5SER,C5SPGP,229,0.1600960498118352,0.04747374730489969,3.372306988610354,0.0009124899708799621,0.2355537888739564,0.031701465907011506,180,0.0009124899708799621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,-0.05610597495358374,0.06430800142007795,95.0,two-sided,student_t,ok,C5SER,C5SPGN,229,0.004101013233247103,0.030511883091928958,0.13440708398400714,0.8932308474146826,0.14059885581062181,-0.08857478263987906,180,0.8932308474146826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,-0.0312600494112155,0.04160188637458218,95.0,two-sided,student_t,ok,C5SER,C5SPGN_log,229,0.005170918481683344,0.018462598225716987,0.2800753403429779,0.7797413090532372,0.18221981578076307,-0.03585490001103331,180,0.7797413090532372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,-0.18816512525593895,-0.01084545917196797,95.0,two-sided,student_t,ok,C5SES,C5SPGP,229,-0.09950529221395346,0.044931303527963366,-2.2146095127648704,0.028042130950001833,0.20881346088000463,-0.0021696162186608525,180,0.028042130950001833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,0.004050180894502917,0.11470860346102435,95.0,two-sided,student_t,ok,C5SES,C5SPGN,229,0.05937939217776363,0.028039908274514046,2.1176742661364045,0.035575685972911684,0.16140546162291125,-0.06221974861097901,180,0.035575685972911684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/erq_affect_panas/regressions.csv,0.0013897803143414766,0.06840736879123951,95.0,two-sided,student_t,ok,C5SES,C5SPGN_log,229,0.034898574552790496,0.016981690052031095,2.055070752431761,0.04131678621364446,0.20061919960743935,-0.012549013830576827,180,0.04131678621364446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/00d_erq_context/reappraisal_suppression/regressions.csv,-0.0905959520910968,0.22497139652233325,95.0,two-sided,student_t,ok,C5SER,C5SES,229,0.06718772221561822,0.07996209691343632,0.8402446260051545,0.401885940083734,0.34503467731171966,0.17037725792817826,180,0.401885940083734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/regressions.csv,0.005879729370198105,0.014048404436332453,95.0,two-sided,student_t,ok,C2PAGE,PA_score,1168,0.00996406690326528,0.0020815593535139084,4.786828147102701,9.643970934970751e-07,0.10407492639605276,0.03636446000386506,1085,1.9287941869941502e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/regressions.csv,-0.004536236410434468,-0.0016641170411608559,95.0,two-sided,student_t,ok,C2PAGE,NA_score,1168,-0.0031001767257976616,0.0007318796364303355,-4.23591062174983,1.2346769165559342e-05,0.10885188909390431,0.0415024466106787,1085,2.4693538331118685e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/regressions.csv,-0.031986507876798305,-0.01477640122735801,95.0,two-sided,student_t,ok,C2PAGE,NA_score_log,1168,-0.023381454552078157,0.00438551640028292,-5.331516842707455,5.922652365424765e-08,0.09936618406743192,0.03129984959142218,1085,1.184530473084953e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/neuro_sample/regressions.csv,-0.0020488772548560193,0.02685123866237171,95.0,two-sided,student_t,ok,C5PAGE,PA_score,137,0.012401180703757845,0.007294353427652607,1.7001069151304702,0.045918788492337805,0.14102229497419894,-0.024745332311481905,114,0.09183757698467561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/neuro_sample/regressions.csv,-0.00891950794407661,0.0023558414609587703,95.0,two-sided,student_t,ok,C5PAGE,NA_score,137,-0.00328183324155892,0.00284588421085095,-1.1531857933804048,0.12562315028857193,0.21506087488786452,0.06358139460306644,114,0.25124630057714387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/neuro_sample/regressions.csv,-0.07582583090204625,-0.012118296206237826,95.0,two-sided,student_t,ok,C5PAGE,NA_score_log,137,-0.043972063554142043,0.016079702773740465,-2.7346316143325855,0.0036216421327514535,0.17236403432485203,0.01264481287877095,114,0.007243284265502907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/sensitivity_panas/regressions.csv,-0.009994595253204707,0.01423537899569574,95.0,two-sided,student_t,ok,C5PAGE,C5SPGP,230,0.002120391871245516,0.0061401271560767735,0.3453335439718056,0.3651212137753548,0.18726405635532584,-0.02261830271774934,182,0.7302424275507096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/sensitivity_panas/regressions.csv,-0.013092441988532969,0.0020278695512742743,95.0,two-sided,student_t,ok,C5PAGE,C5SPGN,230,-0.005532286218629347,0.0038316440017729103,-1.4438413944692006,0.0752513785600227,0.14115320160232514,-0.0806369056761953,182,0.1505027571200454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/01_affect_age/sensitivity_panas/regressions.csv,-0.00872004591670231,0.00043736092774150463,95.0,two-sided,student_t,ok,C5PAGE,C5SPGN_log,230,-0.004141342494480403,0.0023205820141292306,-1.7846137172766074,0.037994868247458076,0.18245047865229047,-0.028674947190249878,182,0.07598973649491615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/regressions.csv,-2.8303040012960015,-0.371346810330085,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,PA_score,81,-1.6008254058130431,0.6156202785579657,-2.6003454752381296,0.005758196214440334,0.2391401472982475,0.06355710436707385,65,0.011516392428880667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/regressions.csv,0.08007575397533362,0.6734204478632354,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,NA_score,81,0.3767481009192845,0.1485487535424215,2.5361915999631424,0.0068092744434526285,0.26221606528334374,0.09195823419488458,65,0.013618548886905257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/regressions.csv,-0.004292579061903723,5.246882075248367,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,NA_score_log,81,2.6212947480932316,1.3146750237539322,1.9938727828025273,0.025182386013534102,0.2988224471162916,0.1370122426046665,65,0.050364772027068204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_other_persistence/regressions.csv,-1.232497434586029,1.4289711519199306,95.0,two-sided,student_t,ok,pos_persist_crossrun_mean_z_L,PA_score,81,0.09823685866695075,0.6663206820426443,0.14743180170514897,0.8832475705156877,0.16027049986487696,-0.033513230935536154,65,0.8832475705156877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_other_persistence/regressions.csv,-0.30899617129469964,0.331820359608155,95.0,two-sided,student_t,ok,pos_persist_crossrun_mean_z_L,NA_score,81,0.01141209415672767,0.16043372072858214,0.0711327650128764,0.9435105026462454,0.1892695779096496,0.002177942042645653,65,0.9435105026462454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_panas/regressions.csv,-1.6263692334020516,0.12755643272690365,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,C5SPGP,127,-0.749406400337574,0.4420774952798337,-1.6951923776694446,0.04655993806738269,0.2588638086078905,0.07541425628311094,101,0.09311987613476538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_panas/regressions.csv,-0.648040642767806,0.6494122130950795,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,C5SPGN,127,0.0006857851636367651,0.3270233852210246,0.002097052365760525,0.49916546596943845,0.10506701155225862,-0.11645105489520202,101,0.9983309319388769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_panas/regressions.csv,-0.329450271458821,0.41488555605826216,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_L,C5SPGN_log,127,0.04271764229972059,0.18761007072896163,0.22769375936878322,0.41017231081979527,0.15788387796919168,-0.05056070669189938,101,0.8203446216395905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_right_hemisphere/regressions.csv,-1.9569171807581875,0.7282200966641523,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_R,PA_score,81,-0.6143485420470176,0.672246334652042,-0.9138741416344166,0.3641605311597089,0.17064582129715855,-0.020743604557343476,65,0.3641605311597089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_right_hemisphere/regressions.csv,-0.3566142625090904,0.29377158143491094,95.0,two-sided,student_t,ok,neg_persist_crossrun_mean_z_R,NA_score,81,-0.031421340537089726,0.1628294774264387,-0.19297083693758652,0.8475835026838915,0.18967069551536597,0.00267162524968112,65,0.8475835026838915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-1.0084044646386485,2.117503803095038,95.0,two-sided,student_t,ok,l_amyg_neg_image,PA_score,81,0.5545496692281949,0.7825969990851842,0.7086018345028604,0.4811052651677785,0.16642892090926187,-0.025933635803985444,65,0.4811052651677785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-0.492550626814338,0.26071002975421437,95.0,two-sided,student_t,ok,l_amyg_neg_image,NA_score,81,-0.11592029853006182,0.18858503796942108,-0.6146844934159528,0.540908958023598,0.1938922726167166,0.00786741245134348,65,0.540908958023598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-0.9292906326836128,1.5395794567299108,95.0,two-sided,student_t,ok,ant_vmPFC_neg_image,PA_score,81,0.305144412023149,0.6181020547052095,0.49367965969419253,0.6231964943182184,0.16312757284644375,-0.02999683341976156,65,0.6231964943182184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-0.32155325489895925,0.27380983642265344,95.0,two-sided,student_t,ok,ant_vmPFC_neg_image,NA_score,81,-0.023871709238152905,0.14905407604048976,-0.16015468930663984,0.8732558922285218,0.18952628674995586,0.00249389138456102,65,0.8732558922285218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-0.40218707212346394,2.2041929043948985,95.0,two-sided,student_t,ok,post_vmPFC_neg_image,PA_score,81,0.9010029161357171,0.6525287927204012,1.3807864513984494,0.17207407615902537,0.18392664600265118,-0.004397974150583295,65,0.17207407615902537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_roi_activations/regressions.csv,-0.48634678428495043,0.14460766009875775,95.0,two-sided,student_t,ok,post_vmPFC_neg_image,NA_score,81,-0.17086956209309634,0.15796466576805443,-1.0816948287915897,0.283384956066961,0.20354346546405333,0.019745803648065552,65,0.283384956066961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_vmpfc_persistence/regressions.csv,-0.7653242243810251,1.2730276440750088,95.0,two-sided,student_t,ok,ant_vmPFC_neg_image_mean_z,PA_score,81,0.2538517098469918,0.5103182559128363,0.497438033826386,0.6205587998258089,0.16317535007915063,-0.029938030671814664,65,0.6205587998258089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_vmpfc_persistence/regressions.csv,-0.3101242553912803,0.18048127276322598,95.0,two-sided,student_t,ok,ant_vmPFC_neg_image_mean_z,NA_score,81,-0.06482149131402715,0.12282715332100365,-0.5277456129315224,0.5994728929158304,0.19266577559431075,0.006357877654536215,65,0.5994728929158304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_vmpfc_persistence/regressions.csv,-1.4489268116875587,0.8331775261203718,95.0,two-sided,student_t,ok,post_vmPFC_neg_image_mean_z,PA_score,81,-0.30787464278359344,0.571343703461462,-0.538860655886024,0.5918238580674808,0.16372553396301814,-0.029260881276285344,65,0.5918238580674808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/02_persistence_affect/sensitivity_vmpfc_persistence/regressions.csv,-0.24366773456614038,0.30674078108963837,95.0,two-sided,student_t,ok,post_vmPFC_neg_image_mean_z,NA_score,81,0.031536523261748994,0.1377993260612985,0.22885832727309802,0.8196975644511775,0.1898592678906178,0.002903714326914164,65,0.8196975644511775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/regressions.csv,-0.0049000180750234275,0.0008467651148402451,95.0,two-sided,student_t,ok,C5PAGE,neg_persist_crossrun_mean_z_L,127,-0.002026626480091591,0.0014486505993015046,-1.3989753506254503,0.08242693575111332,0.17687093740933768,-0.016806489082582976,102,0.16485387150222663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/sensitivity_positive_persistence/regressions.csv,-0.0028283165114092817,0.002799002122450735,95.0,two-sided,student_t,ok,C5PAGE,pos_persist_crossrun_mean_z_L,127,-1.4657194479273349e-05,0.0014185359429916518,-0.010332621144841592,0.9917760902881181,0.19666432808222067,0.007644169983919591,102,0.9917760902881181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/sensitivity_positive_persistence/regressions.csv,-0.002311065281281498,0.0029025378947313512,95.0,two-sided,student_t,ok,C5PAGE,pos_persist_crossrun_mean_z_R,127,0.0002957363067249266,0.0013142464429096393,0.2250234789071899,0.8224112091681344,0.1924123527495738,0.002391729867120551,102,0.8224112091681344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/sensitivity_right_hemisphere/regressions.csv,-0.0025385113729789574,0.003169250617129593,95.0,two-sided,student_t,ok,C5PAGE,neg_persist_crossrun_mean_z_R,127,0.0003153696220753176,0.0014388141251309762,0.21918718795355815,0.8269422453215798,0.10603342862010279,-0.10431164699869666,102,0.8269422453215798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/sensitivity_vmPFC/regressions.csv,-0.002745219473828809,0.003965473701126665,95.0,two-sided,student_t,ok,C5PAGE,ant_vmPFC_neg_image_mean_z,127,0.0006101271136489283,0.0016916332787314324,0.3606733925845127,0.7190894831435513,0.27969657034063866,0.11021341042078892,102,0.7190894831435513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/03_persistence_age/sensitivity_vmPFC/regressions.csv,-0.0024572945631810396,0.0036387700951163423,95.0,two-sided,student_t,ok,C5PAGE,post_vmPFC_neg_image_mean_z,127,0.0005907377659676513,0.001536697562594617,0.38442031818559524,0.7014672355689127,0.15236831160023845,-0.04707443861147009,102,0.7014672355689127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-0.3448044455939638,0.6654445194670673,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,PA_score,81,0.16032003693655178,0.2529241873623123,0.6338659762377503,0.2641963278616454,0.16515017005464827,-0.02750748300966377,65,0.5283926557232907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-0.20391671236613967,0.03649489884247968,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,NA_score,81,-0.08371090676182999,0.06018903606966904,-1.3907999235098947,0.08451463158288351,0.21263746100977832,0.030938413550496313,65,0.16902926316576702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-2.0243642876355556,0.03952489675457316,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,NA_score_log,81,-0.9924196954404914,0.516711734256717,-1.9206447805333353,0.02958257007011617,0.29589629415580687,0.13341082357637768,65,0.05916514014023234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-0.45193546092780934,0.5694042254957637,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,PA_score,81,0.058734382283977205,0.2557008412218026,0.22969960522354807,0.4095232506282279,0.16067099410457464,-0.03302031494821578,65,0.8190465012564558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-0.1765398896981238,0.06796722262920285,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,NA_score,81,-0.05428633353446046,0.06121437866155965,-0.8868232386151828,0.18922179190744742,0.19889923752720517,0.014029830802714027,65,0.37844358381489485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/regressions.csv,-1.476361037822214,0.6531029585440867,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,NA_score_log,81,-0.4116290396390637,0.533128931011289,-0.7721003601478673,0.22142661205336706,0.2626990983499723,0.09255273643073503,65,0.4428532241067341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_neg_condition/regressions.csv,-0.3582716924846272,0.7487121199116711,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg,PA_score,81,0.19522021371352194,0.2771425567920813,0.704403596377227,0.24184883072049568,0.16635342254587104,-0.026026556866620254,65,0.48369766144099136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_neg_condition/regressions.csv,-0.17520185005663777,0.0915092916216301,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg,NA_score,81,-0.041846279217503835,0.06677334112920887,-0.626691408724475,0.26652824113380624,0.19407601032410515,0.008093551168129376,65,0.5330564822676125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_neg_condition/regressions.csv,-0.33019811539479493,0.9637988451116156,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg,PA_score,81,0.31680036485841034,0.3239628457977328,0.9778910420369797,0.1658769161613407,0.1721686316300034,-0.01886937645538045,65,0.3317538323226814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_neg_condition/regressions.csv,-0.2073314245826,0.10545827714030748,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg,NA_score,81,-0.05093657372114626,0.07830948989765817,-0.6504521200139948,0.25884640788964874,0.19444983002792315,0.008553636957443822,65,0.5176928157792975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.3832648392727369,0.29983413496370437,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGP,127,-0.04171535215451627,0.17217530331554354,-0.24228417985165424,0.5954743668199465,0.23821956677730105,0.04966005360336567,101,0.809051266360107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.6222820599051415,-0.1475900335317246,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGN,127,-0.38493604671843307,0.11964626899589478,-3.217284165640307,0.0008697584949033522,0.18825782600340035,-0.01266845468882738,101,0.0017395169898067045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.3538479363384521,-0.08101878052317063,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.21743335843081135,0.06876667134265158,-3.161900295382646,0.0010349459774465141,0.23334038720058792,0.04357315630964431,101,0.0020698919548930283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.1841254851939757,0.4775524814928593,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGP,127,0.1467134981494418,0.16677613187585488,0.8797032075228406,0.19055420475267937,0.2435726807459746,0.05633819578210697,101,0.38110840950535874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.6039317618514324,-0.14237123831872225,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGN,127,-0.3731515000850773,0.11633646972835109,-3.2075195418633253,0.000896970192190865,0.1878002276612165,-0.013239319947393247,101,0.00179394038438173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_panas/regressions.csv,-0.3358490962723105,-0.06959315238164476,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,C5SPGN_log,127,-0.20272112432697764,0.0671098912865212,-3.020733910318426,0.0015971093190359597,0.2272643256146345,0.035993119083603475,101,0.0031942186380719195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLS,results/tables/04_fc_affect/sensitivity_pos_vs_neu/regressions.csv,-0.5268057557071784,0.3369146722793571,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_pos_vs_neu,PA_score,81,-0.09494554171391062,0.21623955570548467,-0.4390757343361598,0.6620628250554106,0.16247376317317141,-0.030801522248404378,65,0.6620628250554106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
