table_method,source,ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,beta,se,t,p,r_squared,adj_r_squared,df_resid,p_two_tailed,r,moderator_ci_low,moderator_ci_high,moderator_ci_level,moderator_ci_sidedness,moderator_ci_method,moderator_ci_status,predictor_ci_low,predictor_ci_high,predictor_ci_level,predictor_ci_sidedness,predictor_ci_method,predictor_ci_status,interaction_ci_low,interaction_ci_high,interaction_ci_level,interaction_ci_sidedness,interaction_ci_method,interaction_ci_status,moderator,beta_interaction,se_interaction,t_interaction,p_interaction,beta_predictor,p_predictor,beta_moderator,p_moderator,analysis_type,motion_covariate,n_groups,z,re_var,log_likelihood,converged,degenerate_re,optimizer
Pearson,MR1_validation/results/tables/04_fc_affect/correlations.csv,-0.3250145485004196,0.24219499120977697,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,NA_score,48,,,,0.3805756927989633,,,,0.7611513855979266,-0.045039118930012285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/correlations.csv,-0.32710966975242195,0.23998689092705092,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,NA_score_log,48,,,,0.3745695034564672,,,,0.7491390069129344,-0.04737847949194625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/correlations.csv,-0.3375637182467091,0.22888071881569538,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,PA_score,48,,,,0.6550512338688173,,,,0.6898975322623656,-0.05909724788357307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/correlations.csv,-0.24203786584013898,0.3251638186646465,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,NA_score,48,,,,0.6198529072119905,,,,0.760294185576019,0.04520568877249477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/correlations.csv,-0.20602084584776237,0.3586503294989665,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,NA_score_log,48,,,,0.7124832632481046,,,,0.5750334735037906,0.08297076774307532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_neg_condition/correlations.csv,-0.17557798908456074,0.3858645994621438,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg,PA_score,48,,,,0.21968278563615207,,,,0.43936557127230413,0.1142567255654608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_neg_condition/correlations.csv,-0.3078648951890569,0.2600512095700838,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg,NA_score,48,,,,0.4303637208188518,,,,0.8607274416377036,-0.026004985797939792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_neg_condition/correlations.csv,-0.13585233739454156,0.4199661196255825,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg,PA_score,48,,,,0.14762136968954923,,,,0.29524273937909845,0.15423592331277222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_neg_condition/correlations.csv,-0.4954888620497195,0.041016079610906364,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg,NA_score,48,,,,0.04596355160196909,,,,0.09192710320393818,-0.2459853542900152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.05417975976756278,0.3075436881553338,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,RA5SPGP,114,,,,0.08230788299477768,,,,0.16461576598955535,0.13104079353703366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.2337217633974012,0.1331451551839587,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,RA5SPGN,114,,,,0.2911845243003795,,,,0.582369048600759,-0.05204406952127953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.22278253925254066,0.14446329345288805,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,RA5SPGN_log,114,,,,0.33427789045609757,,,,0.6685557809121951,-0.04052830310586347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.08051512057845353,0.2833983188777959,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,RA5SPGP,114,,,,0.13321466982681648,,,,0.26642933965363297,0.10495383018809287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.258250494163354,0.10741413369405338,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,RA5SPGN,114,,,,0.2045888617024274,,,,0.4091777234048548,-0.07804240034632476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_panas/correlations.csv,-0.2721064767017675,0.09265920560100681,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,RA5SPGN_log,114,,,,0.16294283268497772,,,,0.32588566536995545,-0.09283768099235723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_pos_vs_neu/correlations.csv,-0.23905220879820252,0.32799485193419714,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_pos_vs_neu,PA_score,48,,,,0.7440765450420362,,,,0.7440765450420362,0.04836777499699088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_pos_vs_neu/correlations.csv,-0.41043071642372503,0.1471433234785368,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_pos_vs_neu,NA_score,48,,,,0.33234654139441744,,,,0.33234654139441744,-0.1429686842586663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_pos_vs_neu/correlations.csv,-0.38105905147314634,0.18103285978265307,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_pos_vs_neu,PA_score,48,,,,0.4621091597552863,,,,0.4621091597552863,-0.10869274496826457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_pos_vs_neu/correlations.csv,-0.1600354507389591,0.39939195955317214,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_pos_vs_neu,NA_score,48,,,,0.378455221530498,,,,0.378455221530498,0.13001106152883496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_right_amygdala/correlations.csv,-0.3183329703487173,0.2491978410383819,95.0,two-sided,fisher_z,ok,r_amyg-ant_vmPFC_neg_vs_neu,PA_score,48,,,,0.7997140099330323,,,,0.7997140099330323,-0.037599088873427736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_right_amygdala/correlations.csv,-0.08011319950492113,0.4653065714013524,95.0,two-sided,fisher_z,ok,r_amyg-ant_vmPFC_neg_vs_neu,NA_score,48,,,,0.15443291226304062,,,,0.15443291226304062,0.20877380412030294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_right_amygdala/correlations.csv,-0.3890459255703364,0.17194773814597836,95.0,two-sided,fisher_z,ok,r_amyg-post_vmPFC_neg_vs_neu,PA_score,48,,,,0.4246206664341557,,,,0.4246206664341557,-0.11794954028016295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/04_fc_affect/sensitivity_right_amygdala/correlations.csv,-0.1770135863991834,0.38460283621039426,95.0,two-sided,fisher_z,ok,r_amyg-post_vmPFC_neg_vs_neu,NA_score,48,,,,0.44528296606182804,,,,0.44528296606182804,0.11279417384781179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/05_fc_persistence/correlations.csv,-0.12020745430882178,0.2445490677447285,95.0,two-sided,fisher_z,ok,l_amyg-ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,115,,,,0.7526695503085593,,,,0.4946608993828813,0.06431875533709934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson,MR1_validation/results/tables/05_fc_persistence/correlations.csv,-0.20991968625078797,0.1560261192827211,95.0,two-sided,fisher_z,ok,l_amyg-post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,115,,,,0.3836987688096607,,,,0.7673975376193214,-0.027880912690334235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
