ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,r,p,p_two_tailed
-0.12625843186028693,0.13245604362376748,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGP,230,0.003151542079953787,0.4810433343856302,0.9620866687712604
-0.24384147092761987,0.011319882992913016,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGN,230,-0.11821171821566845,0.036784825375124515,0.07356965075024903
-0.2683230696354811,-0.014880056712713655,95.0,two-sided,fisher_z,ok,C5PAGE,C5SPGN_log,230,-0.1439614518680934,0.014526347628535117,0.029052695257070233
