ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,r,p,p_two_tailed
-0.1289367091213477,0.20842810961266983,95.0,two-sided,fisher_z,ok,C5SER,PA_score,135,0.04091168735290674,0.6375493858673463,0.6375493858673463
-0.1253690171302106,0.21189426473071127,95.0,two-sided,fisher_z,ok,C5SER,NA_score,135,0.04453139083575748,0.6080554210504534,0.6080554210504534
-0.026266072355021142,0.3049007589805796,95.0,two-sided,fisher_z,ok,C5SER,NA_score_log,135,0.14332713506130826,0.09723694550312882,0.09723694550312882
-0.30258466660400973,0.028815629540528968,95.0,two-sided,fisher_z,ok,C5SES,PA_score,135,-0.14082714685960124,0.10327536835618067,0.10327536835618067
-0.060413034789753246,0.2735521221915167,95.0,two-sided,fisher_z,ok,C5SES,NA_score,135,0.10966346812036959,0.20545997582841205,0.20545997582841205
-0.1400375184169847,0.1975887502775313,95.0,two-sided,fisher_z,ok,C5SES,NA_score_log,135,0.02962045606149539,0.7330786355074241,0.7330786355074241
