persistence_var,affect_var,moderator,n,beta_interaction,se_interaction,t_interaction,p_interaction,beta_persistence,p_persistence,p_persistence_one_tailed,beta_moderator,p_moderator,r_squared,adj_r_squared,tier
neg_persist_crossrun_mean_z_bilateral,NA_score_log,C5SES,83,4.744481359185565,1.8322467819122998,2.5894335883257997,0.012440145445102411,8.80397557269535,0.008958284412275088,0.004479142206137544,-0.1099138762078141,0.029834519540614363,0.45198758779815096,0.13582658075862264,sensitivity
neg_persist_crossrun_mean_z_bilateral,C5SPGP,C5SES,131,-0.10156798681954005,0.5944394823496452,-0.1708634601760831,0.8647469734716222,-1.6505540727702193,0.0564510079261885,0.02822550396309425,-0.00040715314214283954,0.9734389262857626,0.40914864688534713,0.0745701698204233,sensitivity
neg_persist_crossrun_mean_z_bilateral,C5SPGN,C5SES,131,0.34259942861686044,0.4611750760447612,0.7428836604856072,0.4596495937005025,0.2367646869089946,0.7214804552226386,0.3607402276113193,-0.007994070747570784,0.40044216591110393,0.2081045827596132,-0.24031812338855763,sensitivity
neg_persist_crossrun_mean_z_bilateral,C5SPGN_log,C5SES,131,0.2027822190118067,0.19799978413375907,1.0241537378385062,0.3087383675364414,0.1296134997283775,0.6495199428541752,0.3247599714270876,-0.004715783511389765,0.2488597358286221,0.2693597039431831,-0.14437636731790593,sensitivity
pos_persist_crossrun_mean_z_L,PA_score,C5SES,83,-0.0037768625727609972,0.4568230434302776,-0.008267670878422837,0.9934350658700946,0.3799108041490955,0.6119231488102103,0.30596157440510513,-0.0048180731093302835,0.7450475311033484,0.3550463145890256,-0.017042350071151846,sensitivity
pos_persist_crossrun_mean_z_L,NA_score,C5SES,83,0.02780914194301676,0.11641423475846412,0.2388809409838503,0.8121368798278321,0.0908297260556164,0.6340456006391297,0.31702280031956487,-0.00016773274546970113,0.9645496113036851,0.3253522415985345,-0.06386761901769566,sensitivity
pos_persist_crossrun_mean_z_L,NA_score_log,C5SES,83,0.05750060170414306,1.0366272783574657,0.05546892591448363,0.9559774642707487,-0.19041995581183846,0.9106710767722267,0.45533553838611335,0.010285422854842893,0.7596596973007179,0.3662576954690481,0.000637135162729674,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGP,C5SES,131,0.7766051903322031,0.36659919272963837,2.118403983788743,0.03713113687229003,0.10101881615432995,0.8461297665401374,0.4230648832700687,-0.02477052659989932,0.04910385393446266,0.40727843625517035,0.07164092425508617,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN,C5SES,131,-0.0038294516507511034,0.2843917756232129,-0.013465409266351978,0.9892887969321933,-0.20404456056299133,0.6135967187759805,0.30679835938799027,-0.0018308092483719524,0.8495667630074766,0.2057174556335093,-0.24405699720052754,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN_log,C5SES,131,-0.004290033140422991,0.1221932258585623,-0.035108600417740596,0.972077441623961,-0.13316018866136958,0.44357282978825185,0.22178641489412593,-0.001006847335270386,0.8081979957752747,0.2660385895546217,-0.14957811274577315,sensitivity
pos_persist_crossrun_mean_z_R,PA_score,C5SES,83,0.6536389120319814,0.37741703210516353,1.7318744424068584,0.08922488591005308,1.209191688571393,0.06735755706330601,0.033678778531653006,-0.08902433977882879,0.07271374022407508,0.4079856052192937,0.06643883899965553,sensitivity
pos_persist_crossrun_mean_z_R,NA_score,C5SES,83,-0.17414965409329078,0.09677197027556847,-1.7995877690345783,0.07772886974743387,-0.23920160099994422,0.15546212553124172,0.07773106276562086,0.023024042359586074,0.0703449078051649,0.37306743908236994,0.011375577014506533,sensitivity
pos_persist_crossrun_mean_z_R,NA_score_log,C5SES,83,-0.45813713683001145,0.8916713250724488,-0.5137959738615431,0.609571127054049,0.052942915388340284,0.9725120624356296,0.4862560312178148,0.06991038424524149,0.5452616770960332,0.36942929954097614,0.005638510814616304,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGP,C5SES,131,0.08975912772522232,0.2906572950751308,0.30881429520639025,0.758236607906997,-0.11626969444423163,0.8210046715692959,0.41050233578464795,-0.014198642366721137,0.7211180537113671,0.3705884348513748,0.014174656996129298,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN,C5SES,131,-0.28788968565153605,0.21689099294018846,-1.327347354304043,0.18803335838287438,-0.12598448403579998,0.742548170266846,0.371274085133423,0.03682286120783969,0.21669597915470126,0.21957974744820885,-0.22234497387629926,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN_log,C5SES,131,-0.1235497211209074,0.09334480814206549,-1.3235842847614165,0.18927532608300307,-0.09159305674732712,0.5791994053953283,0.28959970269766416,0.01553987068622881,0.22567326281673722,0.27645783427109694,-0.13325881379225768,sensitivity
pos_persist_crossrun_mean_z_bilateral,PA_score,C5SES,83,0.5566720919661707,0.4824597915642001,1.1538206949046765,0.25384936776556755,1.1520088979833694,0.17770967698176116,0.08885483849088058,-0.05246764781983368,0.21060558635684434,0.3772529048609481,0.01797573458841817,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score,C5SES,83,-0.11075794574602014,0.12441303749104637,-0.8902438842391502,0.3774353533310244,-0.11808604725425305,0.5893650737607263,0.29468253688036317,0.010052187107406971,0.35068234691207656,0.332957307952344,-0.051875014382842144,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score_log,C5SES,83,-0.2172016383185409,1.114119092543225,-0.19495369909039956,0.8461889207946143,-0.1106870167568057,0.9548824731364406,0.4774412365682203,0.030109510198722628,0.7540243666455876,0.3662943138426241,0.0006948795210611758,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGP,C5SES,131,0.6503701755235254,0.4039518758920128,1.6100189511123517,0.11119066489007612,-0.34903201814604434,0.5805501373946611,0.29027506869733055,-0.05850364996324316,0.10568385153723649,0.3938813800079948,0.05065758314505209,sensitivity
