persistence_var,affect_var,n,n_groups,beta_persistence,se_persistence,z_persistence,p_persistence,p_persistence_one_tailed,group_var,log_likelihood,converged,optimizer,tier
pos_persist_crossrun_mean_z_L,C5SPGP,131,8,-0.3161089036964347,0.4001826752113453,-0.7899115161082138,0.429579445395016,0.214789722697508,0.04501934568824231,-123.99082669623488,True,powell,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN,131,8,-0.24989653732904585,0.2805320330600267,-0.8907950176070422,0.3730391485864657,0.18651957429323285,1.9312395514660548e-11,-75.75064533547919,True,powell,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN_log,131,8,-0.15073361014383418,0.12144218364429014,-1.2411964740797152,0.2145331770525487,0.10726658852627435,3.3995553827883694e-12,24.477657885285424,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,PA_score,83,7,0.7490731335219327,0.5090254442939467,1.4715828882796786,0.1411335492136719,0.07056677460683596,0.33144186757620575,-84.99738650979882,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_R,NA_score,83,7,-0.12812325254945914,0.12665796658240358,-1.011568841712789,0.31174425002170525,0.15587212501085262,0.010706988340723997,18.27192348461844,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,NA_score_log,83,7,-0.26148472351458013,1.1648516201608725,-0.2244789971434024,0.8223846077848813,0.41119230389244066,2.034925352689895e-10,-150.3780897896261,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGP,131,8,0.12422087206749235,0.4189341094017832,0.29651649097008,0.7668356749492898,0.3834178374746449,0.03330720788626958,-124.20985646780679,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN,131,8,-0.1671561675677862,0.2832164351997993,-0.5902064527076735,0.5550522465919489,0.2775261232959744,1.3232133466247884e-09,-75.95807634325257,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,C5SPGN_log,131,8,-0.10437461971139281,0.12558818090831947,-0.8310863248157663,0.40592486452619936,0.20296243226309968,3.3855582893351044e-12,24.078840009339388,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,PA_score,83,7,-0.18801984852788695,0.5964681702257175,-0.3152219312167753,0.7525931550555608,0.3762965775277804,0.38976996861631524,-85.97937615193118,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score,83,7,-0.044750744915730424,0.16135678392995945,-0.2773403375166147,0.7815187889929143,0.39075939449645714,0.011964893373264568,18.047624046640507,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_bilateral,NA_score_log,83,7,-0.856182059363777,1.566081575333847,-0.5467033600604501,0.5845825454154313,0.29229127270771565,2.0259002078183502e-10,-149.969983588014,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGP,131,8,-0.3201935808289571,0.5541776886108929,-0.5777814361880165,0.563411689997394,0.281705844998697,0.0426161306395615,-123.81223415948654,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGN,131,8,-0.46412500542147805,0.379983381629135,-1.2214350096880435,0.22192135845511374,0.11096067922755687,1.7039534597198316e-11,-75.08132648868741,True,powell,sensitivity
pos_persist_crossrun_mean_z_bilateral,C5SPGN_log,131,8,-0.27215620635109955,0.16624694097765214,-1.6370599347610513,0.10161794700736555,0.050808973503682776,3.337198232444173e-12,25.366351584600295,True,powell,sensitivity
neg_persist_concat_z_L,PA_score,84,7,-0.26828446748516,0.19233769883424015,-1.394861585176664,0.1630575832332991,0.08152879161664955,0.3509324290558135,-88.25688769069004,True,lbfgs,sensitivity
neg_persist_concat_z_L,NA_score,84,7,0.07296843485824352,0.057821908708532814,1.2619513345029982,0.2069662983999473,0.10348314919997365,0.01267584728801714,18.170000029082473,True,lbfgs,sensitivity
