persistence_var,affect_var,moderator,n,n_groups,beta_interaction,se_interaction,z_interaction,p_interaction,beta_persistence,p_persistence,p_persistence_one_tailed,beta_moderator,p_moderator,group_var,log_likelihood,converged,optimizer,tier
pos_persist_crossrun_mean_z_bilateral,C5SPGN_log,C5SES,152,10,0.021467242531570094,0.10601687873745184,0.20248891296576638,0.8395345250654375,-0.27478962937562285,0.09239954338587829,0.046199771692939144,-0.002804345263020519,0.7733299812395247,6.56940596101432e-11,20.142451792911345,True,powell,sensitivity
neg_persist_concat_z_L,PA_score,C5SES,95,10,0.16135941893710593,0.13320232421519373,1.2113859115282648,0.22574753631217237,0.0034720667009124385,0.9884013368557503,0.49420066842787513,-0.03863861052449135,0.19140154367190687,0.35386101707609513,-103.04116740959265,True,lbfgs,sensitivity
neg_persist_concat_z_L,NA_score,C5SES,95,10,-0.025216311344833115,0.04188789582322563,-0.6019951790190282,0.5471773464795902,0.018872538925851813,0.8071040124235941,0.40355200621179704,0.006035760127712416,0.5161132263892867,0.028761752063117256,-1.500971634895052,True,lbfgs,sensitivity
neg_persist_concat_z_L,NA_score_log,C5SES,95,10,0.05438829435351034,0.34945769452940834,0.1556362764504341,0.8763197288828344,0.2316187753583966,0.7349879157272365,0.36749395786361827,-0.001288220599711621,0.9867257095616834,4.571643442355925e-10,-173.3972572455452,True,powell,sensitivity
neg_persist_concat_z_L,C5SPGP,C5SES,150,10,0.1019308705860098,0.113982903534429,0.8942645556947159,0.3711803593930587,-0.10825732847866697,0.5254252728327089,0.26271263641635445,-0.022688231883045484,0.3309525461209174,0.06269623280695794,-148.67877630941075,True,powell,sensitivity
neg_persist_concat_z_L,C5SPGN,C5SES,150,10,-0.054355959210174734,0.07733250309417805,-0.7028863289731908,0.482126591517956,-0.08907085467938379,0.4672944127333142,0.2336472063666571,0.008834842132278463,0.5764661973748919,9.732186136279264e-09,-93.87105189628966,True,lbfgs,sensitivity
neg_persist_concat_z_L,C5SPGN_log,C5SES,150,10,-0.02230451389420993,0.034972752747045664,-0.6377683236871914,0.5236245023008022,-0.043669486367899184,0.42190262841502113,0.21095131420751057,0.003313798579319652,0.6431756743493964,3.563373007975787e-12,17.216748571897483,True,powell,sensitivity
neg_persist_concat_z_R,PA_score,C5SES,95,10,-0.05597207412430832,0.17824009439677202,-0.3140262818741078,0.7535010776524473,-0.018343998502143164,0.9430416406781373,0.47152082033906867,-0.004653759195727819,0.5208324316752074,0.3339146552150208,-103.98025566022676,True,lbfgs,sensitivity
neg_persist_concat_z_R,NA_score,C5SES,95,10,0.042201665846804806,0.05070985622533929,0.8322182113724271,0.40528578626449474,0.10667541383298688,0.1552631066944791,0.07763155334723955,0.0009811076897460087,0.6493250721190529,0.030095010092770755,-0.8902645449852287,True,lbfgs,sensitivity
neg_persist_concat_z_R,NA_score_log,C5SES,95,10,0.07726118511144826,0.41681809281169063,0.18535948041572464,0.8529470875967818,0.6241509267623997,0.37011965943749225,0.18505982971874613,0.011349429047345068,0.4654150808518762,2.2586683255330499e-10,-172.71671609927412,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGP,C5SES,150,10,-0.03577423069083486,0.15072465362918822,-0.23734823620060447,0.8123866439078221,0.07011747869137752,0.7281592023296359,0.36407960116481797,-0.0031854477048869284,0.6308897896460248,0.06192178359639108,-149.09339860025034,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGN,C5SES,150,10,0.07381384697646974,0.10579200672604282,0.6977261256383653,0.48534848640490735,0.17558775674587984,0.22005245276222973,0.11002622638111487,-0.0016152296780635813,0.7154623459948721,1.8701437377849926e-11,-93.06543350886534,True,powell,sensitivity
neg_persist_concat_z_R,C5SPGN_log,C5SES,150,10,0.033907347692387235,0.04693936681060072,0.7223648292743831,0.4700702044404276,0.07251580615448619,0.25243670193170986,0.12621835096585493,-0.0009677091453659028,0.6294028851053965,9.923954947341079e-09,17.88438042430272,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,PA_score,C5SES,95,10,0.16156567553064974,0.16895276347169577,0.9562771996784558,0.33893220595012263,0.08761614278463184,0.7459987352594477,0.37299936762972385,-0.026302096858960556,0.28178962062365287,0.3502821473930107,-103.3840682039808,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,NA_score,C5SES,95,10,0.002241892343043398,0.05165511355806806,0.04340116957681598,0.9653817453939215,0.07524840572795766,0.37371627443188016,0.18685813721594008,0.0002148991303979915,0.9770277646198221,0.02958745713970567,-1.0509048297321328,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,NA_score_log,C5SES,95,10,0.09688225246652547,0.44938447840393436,0.21558878226194933,0.8293083006457332,0.6175838893518368,0.45265260190133494,0.22632630095066747,-0.003481184452516965,0.9569522539164292,0.0005534778455477204,-172.71081429240857,True,lbfgs,sensitivity
neg_persist_concat_z_bilateral,C5SPGP,C5SES,150,10,0.10729679818346885,0.14830981576481583,0.7234639031149234,0.46939492325583854,0.0010955500134873085,0.995905492872333,0.4979527464361665,-0.01743535254920455,0.4112131382402564,0.0620860163863453,-148.87373536293455,True,powell,sensitivity
neg_persist_concat_z_bilateral,C5SPGN,C5SES,150,10,-0.0379590684249909,0.10039604340031802,-0.37809327080384386,0.7053613070552911,0.017861699104098086,0.9029946427468294,0.4514973213734147,0.003146747475014901,0.8263127328868366,9.900402241978233e-10,-93.69657470598105,True,powell,sensitivity
neg_persist_concat_z_bilateral,C5SPGN_log,C5SES,150,10,-0.014871533983808942,0.045385101664402294,-0.3276743565272962,0.7431578943761694,0.003196092945143457,0.9615148758386955,0.4807574379193478,0.0008790451435371239,0.8921512663678951,1.6226203397665587e-07,17.330206182338657,True,powell,sensitivity
