persistence_var,affect_var,moderator,n,n_groups,beta_interaction,se_interaction,z_interaction,p_interaction,beta_persistence,p_persistence,p_persistence_one_tailed,beta_moderator,p_moderator,group_var,log_likelihood,converged,optimizer,tier
neg_persist_crossrun_mean_z_bilateral,C5SPGP,C5SES,152,10,-0.03223976893749606,0.4817893944967976,-0.06691672607523609,0.946647997401575,-1.5029384590177506,0.022933839752001202,0.011466919876000601,-0.0022188790443225304,0.8604776410661612,0.010512119948021635,-146.63321195164218,True,powell,sensitivity
neg_persist_crossrun_mean_z_bilateral,C5SPGN,C5SES,152,10,0.5031396546942638,0.3280449000578244,1.53375240586144,0.12509057582109173,0.16963670151724278,0.7141403610805148,0.3570701805402574,-0.013192641725228183,0.12499860524718417,1.5153712678502041e-10,-92.18941139868008,True,powell,sensitivity
neg_persist_crossrun_mean_z_bilateral,C5SPGN_log,C5SES,152,10,0.2576788816321941,0.14807753683622674,1.740161858021626,0.08183060096291653,0.07841940522853626,0.7035788289530687,0.35178941447653433,-0.006888654110562585,0.07595034119210435,7.873795374534944e-12,20.745691354526343,True,powell,sensitivity
pos_persist_crossrun_mean_z_L,PA_score,C5SES,94,10,0.1553457134473631,0.3348696338266506,0.4638990752078157,0.6427200554315019,-0.09870310648670926,0.8647677625670703,0.43238388128353517,-0.009065297542205909,0.49555164975792654,0.37875218370594954,-100.18546405117198,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_L,NA_score,C5SES,94,10,0.038592440602162055,0.10843012329140422,0.35591991810657164,0.7219005387937503,0.1284582733705085,0.47922759097008005,0.23961379548504003,-0.0006815056602023417,0.8713387385219958,0.027590965488638847,-0.5225421567369892,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_L,NA_score_log,C5SES,94,10,0.48558625255188453,0.8605135768251995,0.5642981884648686,0.572551214080017,0.06383695928048942,0.963015736587668,0.481507868293834,-0.004579481488501286,0.8882830260292556,1.963280245353552e-10,-168.59351230017734,True,powell,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGP,C5SES,152,10,0.6183788896417782,0.32748760862197873,1.8882512600822627,0.05899222717960021,0.27713776614309055,0.5270899174895393,0.26354495874476963,-0.021290952514079885,0.06729058289649958,0.051753864902184546,-149.39282099262198,True,lbfgs,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN,C5SES,152,10,-0.026295942322566906,0.22043852296915353,-0.11928923297243539,0.9050462134332127,-0.3582038417247139,0.21800158524915092,0.10900079262457546,-0.0009643703938896067,0.9019435629579856,1.7890759698800557e-11,-93.42886594706408,True,powell,sensitivity
pos_persist_crossrun_mean_z_L,C5SPGN_log,C5SES,152,10,-0.01387346405351236,0.0994471621077237,-0.13950588191228896,0.8890504082974796,-0.19906828410863214,0.1293270162678074,0.0646635081339037,-0.0006076217743848356,0.8634018746885814,3.5710443782053655e-12,19.537271327263284,True,powell,sensitivity
pos_persist_crossrun_mean_z_R,PA_score,C5SES,94,10,0.4451990518718106,0.291728520889155,1.5260731124776385,0.12699165735338677,1.2877313764889526,0.011216489881789799,0.005608244940894899,-0.06398882335201932,0.10231655059213787,0.32423448871631283,-97.23641749812668,True,lbfgs,sensitivity
