persistence_var,n,r,p,p_one_tailed,tier
neg_persist_crossrun_mean_z_L,131,-0.11336657926597629,0.19730609368268107,0.09865304684134053,primary
neg_persist_crossrun_mean_z_R,131,0.0010286912431451342,0.9906960239362534,0.5046519880318733,secondary
neg_persist_crossrun_mean_z_bilateral,131,-0.08839135851863691,0.31539987485507076,0.15769993742753538,sensitivity
pos_persist_crossrun_mean_z_L,131,-0.09009720413277601,0.30611427588303314,0.15305713794151657,sensitivity
pos_persist_crossrun_mean_z_R,131,0.08107246840472433,0.3572906485904562,0.8213546757047719,sensitivity
pos_persist_crossrun_mean_z_bilateral,131,-0.00261060751879124,0.976391292733311,0.4881956463666555,sensitivity
neg_persist_concat_z_L,132,-0.04294036387255616,0.6249263121019676,0.3124631560509838,sensitivity
neg_persist_concat_z_R,132,-0.094277150172051,0.28225978286065506,0.14112989143032753,sensitivity
neg_persist_concat_z_bilateral,132,-0.09387975755409661,0.2843024418951727,0.14215122094758634,sensitivity
