fc_var,condition,seed_target,affect_var,n,beta_fc,se_fc,t_fc,p_fc,r_squared,adj_r_squared,tier
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGN_log,148,-0.05082902289344719,0.0766787714142143,-0.6628825939173144,0.5089009661141333,0.24919271811335597,-0.08204578860133993,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,PA_score,93,0.31012852510324806,0.2562147605315751,1.210424116314832,0.23063794319565614,0.3414808356095078,0.038352966286900325,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score,93,-0.00573398154076653,0.08113261557721135,-0.07067418571400154,0.9438809368856734,0.5269705782154066,0.30922687612408584,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score_log,93,-0.10099465288684828,0.5626928488677773,-0.17948451466917473,0.858133301384935,0.3906461191876476,0.11014988833751715,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGP,148,0.009226998989359858,0.19080828365637115,0.04835743403036352,0.9615259428367886,0.3469331396606826,0.058815407158042565,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN,148,0.18293836917469,0.14069333146581087,1.3002632553280955,0.19644114234984378,0.21275025861395702,-0.13456580376223837,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN_log,148,0.07114620896443818,0.062123212538160034,1.1452435580458054,0.25478831040024774,0.25553112833097213,-0.07291102093477542,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,PA_score,93,0.4048244089994425,0.2561379077756408,1.5804939320189997,0.11900186946201362,0.3518649959572959,0.05351713695351157,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score,93,-0.05800691713337981,0.08143139636930437,-0.7123409362932841,0.47888359264845937,0.5307129187529205,0.31469188135347126,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score_log,93,-0.2949743108412303,0.5659384985511868,-0.52121266108662,0.6040460332394129,0.3929521836992571,0.11351747460843897,sensitivity
