fc_var,condition,seed_target,affect_var,moderator,n,n_groups,beta_interaction,se_interaction,z_interaction,p_interaction,beta_fc,p_fc,beta_moderator,p_moderator,group_var,log_likelihood,converged,degenerate_re,optimizer,tier
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,C5SPGN,C5SER,148,10,0.034251758592602814,0.04236481362344778,0.808495439093479,0.4188054305666751,-0.1986134536349377,0.08714335408351313,-0.027395989635061242,0.3956031059382894,0.011142547169733766,-92.15247856717065,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,C5SPGN_log,C5SER,148,10,0.01816196680387423,0.019076656831438294,0.9520518696936112,0.3410706766808753,-0.0884665259441761,0.0909418787271932,-0.014680399766268384,0.3120662877242354,0.0022876496429698173,17.77949087762491,True,False,powell,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,PA_score,C5SER,93,10,0.028394504086608787,0.18452236104151631,0.15388110105647418,0.8777034857776058,0.26100639051898217,0.3726748691675966,-0.009532683878206433,0.8149920362042253,0.3929682178790634,-100.74236868932385,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,NA_score,C5SER,93,10,-0.06901308030502849,0.05326169746352232,-1.2957356522911032,0.19506657390912352,-0.13952026571557294,0.10317122647551451,0.016160277134285722,0.16904810693557248,0.02754011244876295,-1.3535323870991078,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,NA_score_log,C5SER,93,10,0.07978264012653778,0.39127478901741436,0.20390437198085593,0.8384282285101319,-0.042893043067372044,0.9455607420638744,-0.0010634115967279993,0.990167637132263,0.00517834870460408,-168.7342436397128,True,False,powell,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGP,C5SER,148,10,-0.5453398049750763,0.13154939956942702,-4.145513447876025,3.390530999314301e-05,-0.2811944736477662,0.14371131392979006,0.11737606768412269,5.114732518369264e-05,0.1165153147164776,-139.64499255627072,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGN,C5SER,148,10,0.13224962700015927,0.09241961702463718,1.4309692169023405,0.15243903772793765,-0.02165058832893914,0.8731867583934358,-0.031201963910196102,0.12389395658956225,1.186638016793914e-09,-91.93894097670591,True,False,powell,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGN_log,C5SER,148,10,0.053441234770420204,0.041684443681616404,1.2820426530962379,0.19982768414416308,-0.028589385514985015,0.6391757505154021,-0.012993100687711187,0.15544129311038113,3.523754548659999e-12,17.93813751578901,True,False,powell,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,PA_score,C5SER,93,10,-0.020255704555056365,0.13867150594866118,-0.14606969482653062,0.8838663698085645,-0.09631413945128427,0.6768114567501361,0.003767234525227663,0.9313800984581102,0.38368453802635155,-101.60828922706091,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,NA_score,C5SER,93,10,-0.07519591644585585,0.043264669414125524,-1.7380444012200187,0.08220299040853973,-0.07969518264347313,0.30139087895988614,0.02450781125206277,0.07253900366258538,0.0284144121517167,-1.5812991190611285,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,NA_score_log,C5SER,93,10,-0.33436778669158385,0.3296632172355669,-1.014270835234418,0.3104535364812422,0.191413795584551,0.7233626324979414,0.11892229514517674,0.2528759423837442,0.13181966407153817,-167.9747344765141,True,False,powell,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGP,C5SER,148,10,-0.4804736195339213,0.09906333457806098,-4.8501660233869135,1.2335817720643405e-06,-0.41037335455256885,0.007966535791586602,0.16571997562754182,1.6563060388237628e-06,0.06471277114661989,-136.18342912928063,True,False,powell,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGN,C5SER,148,10,0.07593140560018978,0.07040691806762812,1.0784651236580929,0.280826237897539,-0.07204602793953423,0.5162028201976055,-0.02877155517564279,0.2407752413582327,0.00046990838714232905,-92.67086462383043,True,False,powell,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGN_log,C5SER,148,10,0.04178282404672477,0.03174671852681506,1.3161304848383828,0.18813025063970867,-0.02154708663878491,0.6671833209551367,-0.015864097390291078,0.15144708502995097,0.0009701953987431796,17.263704001157123,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,PA_score,C5SER,93,10,-0.06918573751703855,0.09733534412957685,-0.7107976874765617,0.4772096138716222,-0.37741556044978897,0.05506783564559098,0.03474642868892764,0.4942328791015812,0.40644141401152867,-100.39052423759969,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,NA_score,C5SER,93,10,-0.06689093442513257,0.03396586354083892,-1.9693576859809887,0.04891203120304821,-0.030148343216584363,0.6518641895020555,0.03577620782152656,0.04429155736622355,0.032000474994313466,-1.380886685501963,True,False,lbfgs,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,NA_score_log,C5SER,93,10,-0.5229036376171132,0.26369667387266105,-1.9829739599583385,0.04737033829484494,-0.24042057581948612,0.6844061195638775,0.28798064092325476,0.03774444753627949,0.14048138015352318,-167.05767197565527,True,False,powell,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,C5SPGP,C5SER,148,10,-0.1732753957845304,0.08649062284072002,-2.003400947911221,0.04513426981142454,-0.30028906933219546,0.10467253341648176,0.09520436635009884,0.04388438233815317,0.046207935799292686,-145.41234194486844,True,False,powell,sensitivity
