fc_var,condition,seed_target,affect_var,n,beta_fc,se_fc,t_fc,p_fc,r_squared,adj_r_squared,tier
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,NA_score,82,-0.026232717731263268,0.060715348945181526,-0.4320607257803653,0.6674500544097393,0.3234169029313242,-0.034023223821938675,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,NA_score_log,82,-0.32776720608651994,0.5410290084255708,-0.6058218708833073,0.5472188805809519,0.3640423507785846,0.028064724774817917,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGP,130,0.15544435047851524,0.18066660006399468,0.8603934010129966,0.39202132868569706,0.37985700727966465,0.047637546893770644,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGN,130,-0.24218062496890272,0.1355543905658723,-1.7865937352373378,0.07761103546736789,0.2303798521817365,-0.1819166555780476,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGN_log,130,-0.1077265277930592,0.058284246804412305,-1.8482957865881515,0.06807849725770179,0.2866153155658643,-0.09555505109527984,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,PA_score,82,0.34375859371777123,0.2377784812341555,1.445709434821608,0.15414632474089593,0.37046036226888723,0.03787338384490302,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,NA_score,82,-0.07898651524566717,0.06052619953372677,-1.3049971062804602,0.19753147621916256,0.3421714565566827,-0.005360604130352886,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,NA_score_log,82,-0.5553596007692111,0.5435413333382809,-1.0217430887147914,0.3115437849184915,0.3720081700195289,0.04023890135060071,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,C5SPGP,130,0.09713098109728502,0.1787634724013997,0.5433491517729351,0.5883284812294114,0.37658287520125466,0.04260941548764108,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,C5SPGN,130,-0.2624900232211087,0.13324859245206583,-1.9699271743942477,0.05214174287211612,0.23641115100867016,-0.17265430380811386,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,C5SPGN_log,130,-0.11909994260211529,0.05721955249153735,-2.081455331544753,0.04043677618538605,0.29401514516970517,-0.08419102706080994,sensitivity
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,PA_score,82,-0.005682742392793316,0.29517508613907634,-0.019252107171794992,0.9847122855850612,0.34563879607603054,-6.146260078354615e-05,primary
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,NA_score,82,0.026541201542331624,0.07478346310053731,0.35490736109198623,0.7240674208950546,0.3226436414968449,-0.035205000731237224,primary
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,NA_score_log,82,-0.13629386487393996,0.668047999392702,-0.20401807205146896,0.8391207615282309,0.3601409135883171,0.02210215095572987,sensitivity
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,C5SPGP,130,0.03839606489822328,0.2187155906416854,0.1755524824982701,0.8610680366548411,0.3746212438403076,0.03959691018332945,sensitivity
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,C5SPGN,130,-0.3616294325346077,0.1617469688411236,-2.2357725472421013,0.02801863531078932,0.24600390672275407,-0.15792257181862768,sensitivity
l_amyg-post_vmPFC_neg,neg,l_amyg-post_vmPFC,C5SPGN_log,130,-0.16544457203411542,0.06936734670484627,-2.385049737278719,0.019327452917526747,0.30468897813793416,-0.0677990692881727,sensitivity
l_amyg-post_vmPFC_neu,neu,l_amyg-post_vmPFC,PA_score,82,-0.07163588201633243,0.3630367842268657,-0.19732403196797374,0.8443287889772683,0.3461146008482877,0.0006657107304018917,sensitivity
