fc_var,condition,seed_target,affect_var,n,n_groups,beta_fc,se_fc,z_fc,p_fc,group_var,log_likelihood,converged,degenerate_re,optimizer,tier
l_amyg-ant_vmPFC_neu,neu,l_amyg-ant_vmPFC,C5SPGN,148,8,-0.13406981349505698,0.10492598428719699,-1.2777560716332121,0.2013354477549818,0.0010260729397093896,-87.0031190345423,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neu,neu,l_amyg-ant_vmPFC,C5SPGN_log,148,8,-0.06939269457865889,0.04729457162759381,-1.4672443832469777,0.1423095872188056,0.0009889357680707997,24.53426463848774,True,False,powell,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,PA_score,93,8,-0.08593934836874154,0.20781519849381364,-0.41353735911331735,0.679212956825888,0.37679375596376546,-96.50656031923046,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,NA_score,93,8,0.02734195749861907,0.06531842224472685,0.41859488577629234,0.6755122278566079,0.028200377809041027,4.412867092144921,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,NA_score_log,93,8,0.43178564901726324,0.47564981181111265,0.9077805526153166,0.363994175099283,1.941279954296196e-10,-165.68894043150445,True,False,powell,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,C5SPGP,148,8,-0.042693351238603135,0.16178978073641606,-0.263881631115862,0.7918711303578154,0.036427660302703134,-142.56230096858582,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,C5SPGN,148,8,-0.01534642000116437,0.10963360621468596,-0.13997915904647715,0.8886764569221481,2.0744805824552135e-11,-87.76648762056544,True,False,powell,sensitivity
l_amyg-ant_vmPFC_pos,pos,l_amyg-ant_vmPFC,C5SPGN_log,148,8,-0.01164928308005924,0.04948576032265278,-0.2354067716471282,0.8138930307287944,0.0006178182531702724,23.53198063126723,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,PA_score,93,8,0.11240579532765888,0.15739519892261358,0.7141627959244511,0.47512651930933814,0.3649360158110002,-96.651047437138,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,NA_score,93,8,-0.08009804610472665,0.054574281245785235,-1.4676885206053467,0.14218885033748108,0.03332629083840501,4.997040378282321,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,NA_score_log,93,8,-0.12780363799730074,0.45316828157236716,-0.28202246978508266,0.7779262809395302,1.7722608460162816e-05,-166.15202982957405,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGP,148,8,0.10632100404335151,0.1498988144589844,0.7092851563041765,0.47814753793442044,0.04191254408158746,-142.42693372186022,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGN,148,8,-0.06716489073606581,0.10146648621946784,-0.6619416246541829,0.5080086339932857,0.0012676231992116934,-87.63608714882133,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_neu,neg_vs_neu,l_amyg-ant_vmPFC,C5SPGN_log,148,8,-0.028550558666631733,0.04571500002341516,-0.6245337121734261,0.5322771376140878,0.000874162372187702,23.619805529501832,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,PA_score,93,8,0.19789300919927305,0.16434546794465052,1.2041281799503039,0.22854003962548242,0.36815473535929377,-96.10124135854406,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,NA_score,93,8,-0.032036175474999616,0.056333374439985456,-0.568689090498728,0.5695671526735642,0.029534636180962772,4.30271220281503,True,False,lbfgs,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,NA_score_log,93,8,-0.28834036728809015,0.4239801571230344,-0.6800798632762829,0.4964538939865615,1.981145612040237e-10,-165.98507046230876,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,C5SPGP,148,8,0.22046178582919118,0.14644766271356027,1.505396410869298,0.13222219129619917,0.0406911511939982,-141.56549175551544,True,False,powell,sensitivity
l_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,l_amyg-ant_vmPFC,C5SPGN,148,8,-0.17503720706016793,0.09931748832327074,-1.7624006609030967,0.07800162706494307,0.0067474743163203005,-86.33479232852443,True,False,powell,sensitivity
