fc_var,condition,seed_target,affect_var,moderator,n,beta_interaction,se_interaction,t_interaction,p_interaction,beta_fc,p_fc,beta_moderator,p_moderator,r_squared,adj_r_squared,tier
r_amyg-ant_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-ant_vmPFC,C5SPGN_log,C5SER,130,-0.0547657628465109,0.04340737761986138,-1.2616694637976102,0.2106449250888102,-0.06381292042853438,0.33393111054955016,0.02302088202907301,0.23958277392065383,0.27894241685577825,-0.13434668567810504,sensitivity
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,PA_score,C5SER,82,0.14944745351775715,0.12258444230016145,1.2191388296389085,0.22840030759627403,0.06685243940856578,0.8060140032268285,-0.1156201611576919,0.21134000808191378,0.3706405105196314,0.00042904611941463333,secondary
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,NA_score,C5SER,82,-0.06214254854972467,0.030201493132107453,-2.0575985524258873,0.04475815383051012,-0.10519006473115611,0.12108865204314352,0.04735693083365607,0.04029628498984788,0.3839260806710618,0.021529657536392355,secondary
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,NA_score_log,C5SER,82,-0.5515845193892286,0.26961601337358937,-2.045815129774706,0.04594817682506885,-0.33366668268399646,0.5778146569590712,0.4242613408300941,0.03962335811125311,0.418793717730074,0.0769076693359999,sensitivity
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,C5SPGP,C5SER,130,-0.12750264375782905,0.0805846812945815,-1.5822193710953139,0.11744913156281114,-0.16290910509369266,0.4393031434311667,0.09644598527776878,0.12336316738810593,0.39480395957950565,0.04792330226531982,sensitivity
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,C5SPGN,C5SER,130,-0.014392246452100403,0.06037870048827843,-0.23836628373435148,0.8121916812548713,-0.35295590991896025,0.027310172979568042,0.01068665517535021,0.8184845878875806,0.251017329458185,-0.17827761585236757,sensitivity
r_amyg-post_vmPFC_neg,neg,r_amyg-post_vmPFC,C5SPGN_log,C5SER,130,-0.003949410164404685,0.02591122089479207,-0.15242084425278787,0.8792294357843379,-0.1559311719602287,0.02320237696159576,0.00261454718815644,0.895894813979554,0.3084045093386819,-0.08799778408914682,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,PA_score,C5SER,82,0.3410257608718634,0.24321748315586456,1.4021432852889073,0.1669300172219761,0.08728567730135373,0.8124253788469747,-0.08105131823918663,0.14603911594620028,0.3820060616691269,0.018480215592142746,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,NA_score,C5SER,82,-0.12113458092819865,0.0602726935372749,-2.0097754691066605,0.049759648932470965,-0.19193630122933958,0.03919652564419528,0.02805086401885443,0.04436003418573091,0.38795443323545664,0.027927629256313535,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,NA_score_log,C5SER,82,-0.307720668679177,0.5600530661434072,-0.5494491277374456,0.5850952992938557,-0.35815586311743597,0.6725890580936901,0.08448423588842632,0.5070003309355189,0.3744473700613885,0.006475234803381857,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGP,C5SER,130,-0.4507575378795062,0.17034578118104346,-2.6461326764555513,0.009758276833297275,-0.4922704105035648,0.03702591160187521,0.09687307324005329,0.011748543309536811,0.4329171085030845,0.10788179264509634,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGN,C5SER,130,0.13872556248712062,0.13483018800404803,1.0288909667837565,0.30655631136285577,-0.010935019612715757,0.9527001164113788,-0.032875249618433876,0.2723824410388365,0.2168026407703032,-0.2321031626906207,sensitivity
r_amyg-post_vmPFC_neu,neu,r_amyg-post_vmPFC,C5SPGN_log,C5SER,130,0.051230393195215315,0.05794627605784134,0.8841015623519568,0.37922628872072184,-0.03058334995515795,0.6996145093740447,-0.012571478567688029,0.3283929081128971,0.2746958711673594,-0.14102722706598336,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,PA_score,C5SER,82,0.30437700559586767,0.18069910709357553,1.6844411159057093,0.0982077062218063,-0.02622845114307104,0.927921466085512,-0.09926089774613511,0.08726026642173353,0.4050255527515686,0.05504058378190313,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,NA_score,C5SER,82,-0.08650401099089738,0.046375612472170834,-1.8652909660828065,0.06789833248572481,-0.060848158418171594,0.41503839845130996,0.02780011252725615,0.06273076657627892,0.36800515090269414,-0.0037565250368973846,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,NA_score_log,C5SER,82,-0.6648517065412216,0.40186661292624015,-1.6544089136940832,0.10418693654946244,0.3452595614456415,0.5928586208701241,0.22042916501900428,0.08771016337469459,0.4382268027337789,0.10777198081247241,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGP,C5SER,130,-0.3167036065029461,0.11576168247665779,-2.7358241494702384,0.007625514563628522,-0.4582451630848996,0.01941966048708353,0.10891449783122026,0.008813522414212353,0.4393509891245271,0.11800338533004862,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGN,C5SER,130,0.0014556429853718744,0.09258991209306607,0.015721399367014686,0.9874948438862474,-0.10049160050135025,0.5151166100067581,-0.003005308446036324,0.9264674324833824,0.2093179182364865,-0.24387790911577123,sensitivity
r_amyg-post_vmPFC_pos,pos,r_amyg-post_vmPFC,C5SPGN_log,C5SER,130,0.004544414571085724,0.03985610804555548,0.11402053020057715,0.9095002320135479,-0.03271725627282593,0.6223184186292136,-0.0029878198069276073,0.8312269943112849,0.26542442823769785,-0.1556127897236217,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,PA_score,C5SER,82,0.129057628656002,0.17050858816850564,0.7568981131229613,0.4525935777385328,0.27674753938713365,0.4359033682708524,-0.07299302538229586,0.4161514793523696,0.3615039838580878,-0.014081907990095788,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,NA_score,C5SER,82,-0.06203231943756777,0.042824734621439944,-1.4485161434371543,0.15359342034537796,-0.05795250339922771,0.5155640490921841,0.03304544658674485,0.14563977861261745,0.35046440331925865,-0.03161535943411864,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,NA_score_log,C5SER,82,-0.8871641671730006,0.36645677520014464,-2.4209244506080303,0.01907915040476738,-0.6925701736714261,0.36479884002023066,0.4756537354584471,0.01625151031579985,0.4369823020793644,0.10579542094957883,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,C5SPGP,C5SER,130,-0.0573786139199777,0.1108904485845277,-0.5174351321722727,0.6062455066530854,0.11665975538928719,0.6241499608225083,0.028887738519056724,0.6371693107374621,0.38025991408908344,0.02504303557916776,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,C5SPGN,C5SER,130,-0.08306708765805725,0.08225379706540592,-1.0098875750623963,0.3155198876486497,-0.3785404574718119,0.0343756461964931,0.0443367121630287,0.3301773784126879,0.2482968475015509,-0.18255739844268226,sensitivity
r_amyg-post_vmPFC_neg_vs_neu,neg_vs_neu,r_amyg-post_vmPFC,C5SPGN_log,C5SER,130,-0.027978452811924442,0.03562755688819605,-0.7853037158771369,0.43453867248577516,-0.14244653006744434,0.06516332578370389,0.01443714236084968,0.4635770987555916,0.29290348196628047,-0.1123835466628027,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,PA_score,C5SER,82,0.031450377188677714,0.18949655251147315,0.1659680705102724,0.8688382863631507,0.3243438997604919,0.30003330217348256,-0.01982513955554835,0.809771427211766,0.36817487288614903,-0.0034869665925867377,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,NA_score,C5SER,82,-0.06003960781236,0.04739647553798495,-1.2667525829898991,0.21099850158613437,-0.13348080155522424,0.09099636409943676,0.027006160307675324,0.19344015916907215,0.3625673801999507,-0.012392984388313488,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,NA_score_log,C5SER,82,-0.5983261997651927,0.41267987686860724,-1.4498555255595689,0.15322098303163936,-1.5155454221707394,0.029032185792307864,0.2772772338280778,0.12636702429351762,0.42795300048425966,0.09145476547500064,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGP,C5SER,130,0.023323204470585293,0.1358319435665129,0.17170632958781604,0.8640914511893287,0.18812255389058474,0.34854530391139016,-0.012086607547230732,0.8331332032338039,0.38182606183360257,0.027506853372374684,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGN,C5SER,130,-0.04448862374706375,0.10270218087519116,-0.4331809058770481,0.6660206950062908,-0.19951037170433256,0.18970124395330504,0.01639389374623596,0.7055530988795035,0.22092485863918787,-0.2256182101895703,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,C5SPGN_log,C5SER,130,-0.01710887916920841,0.04402730206673472,-0.38859703788516264,0.6985814100535273,-0.09709659926769437,0.13711742759665577,0.0059411639976539084,0.7493849582968218,0.28214568507514826,-0.12930739786958378,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,PA_score,C5SER,82,-0.6984876350711189,0.4738490812835162,-1.4740719411740204,0.14660851963968866,-0.4593668447564677,0.47120043598212,-0.03792714757548998,0.11161270627827435,0.38581477928788765,0.024529355339586334,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,NA_score,C5SER,82,0.0740919486678326,0.12117057449815344,0.611468163575982,0.5436058523944233,-0.04887780764577558,0.763836779765745,0.004299135515260457,0.4762358507251352,0.3523184425678254,-0.02867070886286549,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,NA_score_log,C5SER,82,0.880907672971365,1.0904780204633002,0.8078179077805738,0.4229473642193542,0.7786959989713764,0.5951677137574325,0.056974678931002616,0.2955694481912574,0.3790395083000455,0.013768630829484096,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGP,C5SER,130,-0.06379068504739682,0.25628522578038293,-0.24890504262645485,0.8040566051808875,0.048334057003241115,0.8697546645027742,-0.006835488729266551,0.7557019579447204,0.3760432808239912,0.0184095515401812,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGN,C5SER,130,0.014695031579086748,0.19475827924073685,0.0754526669488721,0.9400383350246899,-0.0665975326594862,0.7662790079588677,-0.0017039347786409823,0.9186881504869593,0.2056492038942681,-0.24964942314194416,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,0.01155029431869331,0.0837279701497235,0.13795024885995585,0.89061792824935,-0.030321931462613055,0.7529187354806663,-0.0006179845789077223,0.9313682489910989,0.26390518930338724,-0.15800281194954935,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,PA_score,C5SER,82,-0.02374780873750293,0.2584756682531588,-0.0918763800786216,0.9271562009843662,-0.03451100482463465,0.944628030044492,-0.0024168607314040413,0.9348342566963687,0.35178950906640405,-0.02951077971806404,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,NA_score,C5SER,82,-0.020696797238354013,0.06548295853999772,-0.31606386913187773,0.7532439667056201,0.01782809026197976,0.8873852482241356,0.00296471298011137,0.6923951270985019,0.32906379411886255,-0.06560456228180644,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,NA_score_log,C5SER,82,-1.2337415935172387,0.5560904990409513,-2.218598583584835,0.030991716114370998,-1.5005979208584606,0.1644188204854501,0.15072362644367931,0.02099559504982791,0.42723228168448757,0.09031009444006854,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGP,C5SER,130,-0.10558790808279528,0.21014506546297126,-0.5024524742000209,0.6166959845583544,0.08026088475350623,0.801551052314496,0.007469554360500882,0.7124038247629123,0.38042407698502556,0.025301291842296236,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGN,C5SER,130,-0.27998303148007153,0.1573560726862056,-1.7792960049174882,0.07889666627096091,-0.220553699760297,0.35748792085303005,0.022452181922439644,0.14140687496966417,0.23416306328212944,-0.20479225410494273,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,-0.11901281518077839,0.0676582439551153,-1.7590290291857393,0.08230293971500277,-0.07844685303494278,0.4461768266093542,0.009181676125644524,0.16165143919750746,0.29012335250150045,-0.11675716496715172,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,PA_score,C5SER,82,0.5958189034246169,0.2873040016210752,2.0738273747068843,0.04316304913852287,-0.04996687488606533,0.8961650030735961,0.07337611222746354,0.06352148261634544,0.42263477990958165,0.08300817985639442,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,NA_score,C5SER,82,-0.01712037756718865,0.07718965279675666,-0.22179627640335767,0.8253582213906264,-0.057962372221009445,0.5736731619382176,-0.0015068033508297014,0.8852973360749681,0.3279008210711345,-0.06745163712231572,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,NA_score_log,C5SER,82,-0.5196264048178907,0.6826011528350385,-0.7612445461888441,0.4500167332277394,-0.25608720720223355,0.7783748366969157,-0.05324433194286793,0.5649222821564956,0.3778255616964913,0.011840597988545087,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGP,C5SER,130,0.12029970180181537,0.20672380110669464,0.5819344514651512,0.5622073558752378,0.07676751643284102,0.7610583089349556,0.017426372105851656,0.6036044314523754,0.3774901391762592,0.020685706752895494,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGN,C5SER,130,-0.127850000878609,0.1548671424059991,-0.8255463288877504,0.41145684994410947,-0.3089717122461271,0.10500952161556025,-0.023547803761593704,0.34988505789716695,0.22981156209317666,-0.2116379084143929,sensitivity
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,-0.052148955080237806,0.06679564366363351,-0.7807238948522925,0.4372129520595468,-0.12008891716256803,0.14347105721668071,-0.009968201786657605,0.35883815850606315,0.2816322011365645,-0.1301151957729656,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,PA_score,C5SER,82,0.1446505902065292,0.25909963696880417,0.5582817170212603,0.5790948732269887,-0.2811302969973561,0.459526822979225,-0.009022525179326134,0.4375622225223206,0.3764591098572383,0.009670350949731454,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,NA_score,C5SER,82,0.014518946942975064,0.06503966155864965,0.2232322031670256,0.8242465241194973,0.15452219447179733,0.10886528282084502,-5.726476478748943e-05,0.9842930228780284,0.3663699055282956,-0.006353679455059824,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,NA_score_log,C5SER,82,-0.9720762067118991,0.575075745879052,-1.6903446436016847,0.09706617579185838,-0.17555923338218526,0.8347464299103393,0.047605573231107916,0.06864442055150562,0.41360225298695685,0.06866240180281391,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGP,C5SER,130,0.027807130763200016,0.21070254717132988,0.13197339631869295,0.8953286219269774,0.2992555619190406,0.22624627401336023,-0.003382713797587318,0.7648789352261512,0.38659432102824176,0.03500813917857537,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGN,C5SER,130,-0.21271380434050532,0.1599122338189213,-1.3301909382453787,0.18714322015362084,-0.08160777096202901,0.6624688934747074,0.006368012732213894,0.45881305130214933,0.2210945289170777,-0.2253512898743535,sensitivity
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,-0.07219615176273171,0.06903468704637925,-1.0457953074260844,0.2987285845885267,-0.01375731224295633,0.8645866178905086,0.0015671898853615353,0.6724465585916847,0.2721728558061889,-0.14499636098782487,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,PA_score,C5SER,82,0.0980715100205416,0.417185137331545,0.2350791081576866,0.8150886797943305,0.07062308720726285,0.8847362304877221,-0.007958543246960211,0.5839042986969019,0.35239858894503295,-0.028543417557888695,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,NA_score,C5SER,82,-0.12017266817636846,0.10410131288720677,-1.1543818693869397,0.2537243383806986,-0.1715613406076273,0.16216342933031277,0.004438274443105903,0.22365094965188798,0.3497049246471142,-0.03282159026634801,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,NA_score_log,C5SER,82,-0.9794767727192852,0.925698206867624,-1.0580951388397273,0.2949981185432659,-1.406703504422658,0.19678586929444827,0.045024324272020286,0.1659828978499911,0.39130485711512253,0.033248890712253454,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGP,C5SER,130,0.06166422652460857,0.25117659709232015,0.24550148078462833,0.8066815664528729,-0.006615214097701161,0.9793958351202519,-0.002005574585879459,0.7679910847717755,0.3754827900867098,0.017527803916897122,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGN,C5SER,130,-0.08273554805942346,0.1895315073471594,-0.436526618805807,0.6636019529035526,-0.21412965779198465,0.26970072746005946,-0.0023508945191850123,0.6468838668251147,0.2160974941083047,-0.23321247878083784,sensitivity
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,-0.04154543341499235,0.08136409321606652,-0.5106113983801961,0.6109951011174442,-0.10224432067473162,0.21997559041177214,-0.001284662396130231,0.5599665500156814,0.2756692039740313,-0.13949600838231668,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,PA_score,C5SER,82,-0.0783694032962623,0.4378121728650331,-0.17900233970977708,0.8586451033287839,0.3383448796849775,0.5226932183336725,0.00025341976206007255,0.9937643918652632,0.36600564694742355,-0.00693220778938608,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,NA_score,C5SER,82,-0.022792992672063736,0.1120124823359744,-0.203486184724463,0.8395647921303301,-0.08807185804416981,0.5155073118057097,0.002510124862836259,0.762325161505473,0.33074674911859336,-0.06293163375282229,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,NA_score_log,C5SER,82,-0.7134665264758815,0.9724042913310236,-0.7337138809818404,0.4664828205305902,-1.8533394443295341,0.1186094863040784,0.06779866435589385,0.3486064711827458,0.40294502854728087,0.051736221810387284,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGP,C5SER,130,0.3390253792979775,0.28665219385080254,1.1827063827546853,0.24034346868016365,0.48893560281027654,0.0953241421356437,-0.02320216161653815,0.23084040832245917,0.397431128565211,0.05205628762088066,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGN,C5SER,130,-0.1534650259956501,0.22067771931490038,-0.6954260107095822,0.4887545135626573,-0.19520037691574924,0.38408642852324326,0.006862802208221903,0.6440163431550405,0.21272532755578044,-0.23851747250371136,sensitivity
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,C5SPGN_log,C5SER,130,-0.055555481253967025,0.09475124281270181,-0.5863298422774839,0.5592644766794654,-0.10167462674300819,0.2915424940085157,0.001992711695085724,0.7545797148063162,0.2723018184839,-0.1447934806777671,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,PA_score,C5SER,82,-0.6140810841720383,0.22022339165499477,-2.788446220708774,0.00742545885317932,0.03889699801491675,0.8919505048721522,0.04689658174010196,0.02252940149907161,0.4659844019114475,0.15185757950641665,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score,C5SER,82,0.05178583270623076,0.061104973940284565,0.8474896455538786,0.4006820376227087,-0.004638456989592657,0.9534428253312864,-0.0035634899713896176,0.5222550221524234,0.3369777602864773,-0.053035321897947796,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,NA_score_log,C5SER,82,0.5828122766896554,0.5407576209129707,1.0777698809046519,0.286207982831907,0.22447654120690386,0.7496359348968618,-0.034092121097908185,0.4892450002274723,0.3853283164182085,0.023756737840684217,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGP,C5SER,130,-0.12383388499423054,0.17711284433026178,-0.699180714207931,0.4864176378652002,-0.006801038076804045,0.9736803792215577,0.007804160082012332,0.6074789473666904,0.3787785235940774,0.0227125554101949,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN,C5SER,130,0.08081840205258012,0.13398704896865105,0.603180700483143,0.5480532555716726,0.16627168104886686,0.28798990893903204,-0.009263774611374084,0.42078748083257766,0.21623630277634442,-0.2329941090469705,sensitivity
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,C5SPGN_log,C5SER,130,0.03675590313424679,0.057706615791876345,0.636944354297434,0.5259353480599406,0.06128390127999035,0.3627443504753468,-0.0044331898986090515,0.37126421141255084,0.2710749678327009,-0.14672352621440954,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,PA_score,C5SER,82,-0.08302181664733965,0.2522647580971233,-0.3291058857114548,0.7434233873919549,0.2395748431494702,0.5515201029902905,0.00104020565910605,0.9586803686684213,0.3703153160388529,-8.743923240994711e-05,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score,C5SER,82,-0.0690397509474711,0.06354161487820817,-1.086528113580389,0.2823542251118592,-0.16042247283823025,0.11720246981919666,0.005929940598145977,0.24412568174473906,0.3557203989352079,-0.023267601691140394,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,NA_score_log,C5SER,82,-0.46265135347245046,0.5719644444066708,-0.8088813177056545,0.42234096522456355,-0.8662752296138625,0.34357699880919523,0.049727494595445745,0.2774623274880209,0.38204209948778156,0.01853745212765312,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGP,C5SER,130,-0.20642219478837764,0.2008042201195173,-1.0279773735109579,0.3069832671875389,-0.253525113317592,0.31797269348367796,0.007955877951719655,0.4860683161518654,0.38524102028412466,0.03287916605673269,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGN,C5SER,130,-0.0710762802104245,0.15364230105374072,-0.4626087979869787,0.6448700614015462,-0.017840091402574254,0.9266014916143187,0.0003901473193750138,0.964337671934989,0.20659676135845007,-0.24815875347268235,sensitivity
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,C5SPGN_log,C5SER,130,-0.05202727382238673,0.06591103495870382,-0.7893560441735458,0.4321804522575319,-0.02215079441104144,0.7897948512930819,0.0008502002438752977,0.820355550454679,0.26791623002299203,-0.15169276008578092,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,PA_score,C5SER,82,-0.41323332892856235,0.3331312662671546,-1.2404519502446518,0.22048478491556903,-0.2513575136718955,0.5748532746402948,-0.036787177466231405,0.1735815930347522,0.3754966223001107,0.00814169424135236,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,NA_score,C5SER,82,0.13498184306594999,0.08415547593529299,1.6039579310291978,0.11489904982647568,0.11781099195712516,0.2998335695281287,0.011205333170386328,0.10223601347090695,0.3572875949735115,-0.020778525630305245,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,NA_score_log,C5SER,82,1.2037161795279796,0.7447592378191742,1.6162487397306229,0.11221042407519267,1.5716328950599272,0.12053533257820732,0.10842662746032064,0.07471278883569675,0.4041366709527532,0.05362883033672572,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGP,C5SER,130,-0.09545789976532693,0.23720312545402233,-0.4024310370388849,0.6884139914567595,0.026028914903422518,0.9219551307769259,-0.009928338959477492,0.6485358677882642,0.37723123222218446,0.02027840191050967,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGN,C5SER,130,0.11670731941754119,0.17964581551876993,0.6496523121371968,0.5177325818799066,0.18246521092917495,0.3656859022411765,0.007375436717997112,0.654808932950023,0.2125311652014884,-0.23882292303668295,sensitivity
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,C5SPGN_log,C5SER,130,0.061190153011432255,0.07712333447175641,0.7934064758810565,0.42983089596983204,0.08918732831747067,0.30340547783661453,0.0038235532984965794,0.5893756025577971,0.27231585330424646,-0.14477140150917323,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,PA_score,C5SER,82,-0.07144176563337634,0.2351533316721266,-0.30380928530915874,0.7625092578746538,-0.3045674711865616,0.46573515962123346,-0.001943332402964626,0.8659699499466211,0.3601379288200165,-0.016251524815267926,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,NA_score,C5SER,82,-0.0007122739520897536,0.05963594807795425,-0.011943701325225707,0.9905171318978006,0.06842494713380466,0.5179193358105773,0.0007087117546957212,0.8082591746400448,0.3363359822817096,-0.0540546163761082,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,NA_score_log,C5SER,82,-0.6124917093817697,0.517372832458354,-1.1838497712982876,0.24196107854984011,0.031207314929999952,0.9728290982595174,0.03694378722660158,0.14886243401403862,0.4087077382246209,0.06088876070969207,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGP,C5SER,130,-0.29333493258917354,0.18417027343164416,-1.592737672174041,0.11506680129174714,-0.34748729944476153,0.19572674377337415,0.0065551317289980395,0.4291222669924333,0.3952606181084364,0.04864170409741819,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGN,C5SER,130,-0.13507822979436343,0.14109438162160823,-0.9573607980835188,0.34119932190915914,0.002735704780753828,0.9893371518127964,0.0005785011016318522,0.9272889536657603,0.21754065727588467,-0.23094213672452302,sensitivity
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,C5SPGN_log,C5SER,130,-0.05769924874714066,0.06043339530597304,-0.9547576874509623,0.34250644449068457,0.028878777500358423,0.7419561028026996,-0.00012822324853252465,0.9623344020656426,0.28027186141573823,-0.13225524240694853,sensitivity
