persistence_var,affect_var,moderator,n,beta_interaction,se_interaction,t_interaction,p_interaction,beta_persistence,p_persistence,beta_moderator,p_moderator,r_squared,adj_r_squared
pos_persist_crossrun_mean_z_bilateral,PA_score,C5SES,83,0.5566720919661732,0.48245979156420005,1.1538206949046816,0.25384936776556544,1.152008897983377,0.17770967698176077,-0.052467647819833096,0.21060558635684762,0.3772529048609481,0.01797573458841817
pos_persist_crossrun_mean_z_bilateral,NA_score,C5SES,83,-0.11075794574603057,0.12441303749104636,-0.8902438842392341,0.3774353533309798,-0.11808604725427779,0.5893650737606507,0.010052187107408008,0.3506823469120256,0.332957307952344,-0.051875014382842144
pos_persist_crossrun_mean_z_bilateral,NA_score_log,C5SES,83,-0.21720163831857509,1.114119092543225,-0.19495369909043025,0.8461889207945903,-0.110687016756851,0.9548824731364225,0.030109510198726736,0.7540243666455543,0.3662943138426241,0.0006948795210611758
pos_persist_crossrun_mean_z_bilateral,C5SPGP,C5SES,83,0.46525924966221477,0.4414417187478317,1.0539539647089597,0.29677670915503795,0.11110171963691617,0.8860437381107855,-0.041318755629507986,0.28032027912554713,0.4369468206026582,0.11210844787342256
pos_persist_crossrun_mean_z_bilateral,C5SPGN,C5SES,83,0.05683798643712057,0.2540541205113226,0.2237239306440906,0.8238487677354699,-0.3488038081074466,0.4356460718511017,-0.0069871797574641015,0.7498280102955279,0.31255603257276754,-0.0840462563275588
pos_persist_crossrun_mean_z_bilateral,C5SPGN_log,C5SES,83,0.01838287025659671,0.11865108636751935,0.15493216977092095,0.8774746108599774,-0.24325866662418535,0.24607142579032015,-0.002818138152632689,0.783002247283857,0.36695191252006065,0.0017318620508649518
neg_persist_concat_z_L,PA_score,C5SES,84,-0.007413310582825572,0.20458040206240027,-0.03623666054075109,0.9712297945826321,-0.29441783792149945,0.49714844764399735,-0.0029943055671454583,0.9397308992790401,0.33917016114021326,-0.034884464629477474
neg_persist_concat_z_L,NA_score,C5SES,84,-0.013556815308072297,0.0499476685175199,-0.27142038278157143,0.7871221459094025,0.1148452588278056,0.2796242466655926,0.003046974996929846,0.7527692462709178,0.356417628287935,-0.007874280228328256
neg_persist_concat_z_L,NA_score_log,C5SES,84,0.04205135274453422,0.4577767370225227,0.09185995998408561,0.9271556358041357,0.34140455448385787,0.7245171610275829,0.0036257198234391497,0.9673634717731194,0.36371208734745564,0.003549117921487044
neg_persist_concat_z_L,C5SPGP,C5SES,84,-0.15697875760252578,0.18518732903794902,-0.8476754776799946,0.40043064572133025,-0.6321130771144347,0.11082394614266729,0.028182184325741905,0.4331190879128126,0.43053699993765215,0.1081994527325495
neg_persist_concat_z_L,C5SPGN,C5SES,84,0.026269275739500386,0.1069763658414686,0.24556148952030765,0.8069701305205164,0.11814513723538911,0.6019989127227284,-0.007568056151930947,0.7149381121540337,0.27949792522838746,-0.12833343784988394
neg_persist_concat_z_L,C5SPGN_log,C5SES,84,0.015403182718879749,0.05089133791123252,0.30266806397872326,0.763327575440317,0.047598593272258474,0.6586097163544999,-0.004421099188577263,0.6538991113705384,0.3160496887029943,-0.07109199693682022
neg_persist_concat_z_R,PA_score,C5SES,84,-0.31300643341009926,0.2197303179309362,-1.4245027102199017,0.16016284052683039,-0.4282699055602495,0.30846086255153127,-0.013428412322023808,0.1542167100305258,0.35494356159049223,-0.0101827243016821
neg_persist_concat_z_R,NA_score,C5SES,84,0.06472646521456238,0.054473510596498104,1.1882190904495038,0.24004443982219106,0.1563649814328204,0.1358462140765076,0.002449710949695631,0.2923079952872053,0.35226019733016767,-0.014384973992378924
neg_persist_concat_z_R,NA_score_log,C5SES,84,0.09734525352594608,0.49618271079385534,0.19618832218115972,0.8452130837642255,0.5690776055241797,0.5476843602057767,0.01460624288438726,0.489312185858204,0.3674634192269133,0.009423845204411307
neg_persist_concat_z_R,C5SPGP,C5SES,84,-0.03515350769082462,0.20570085974019617,-0.1708962604007787,0.8649561057458501,0.1050835022796689,0.7885684937295269,-0.003264868757074369,0.7088573937169877,0.40547332287897353,0.06894878865952447
neg_persist_concat_z_R,C5SPGN,C5SES,84,-0.014903936998161837,0.11658869567469395,-0.12783346543087537,0.8987645803691349,-0.01365213252221395,0.9509698854595496,-0.0028624143271325205,0.5639083814695396,0.27584989180589703,-0.13404639585114242
neg_persist_concat_z_R,C5SPGN_log,C5SES,84,0.0040796864692206405,0.055398149598712323,0.07364300971734025,0.9415716858839605,-0.011544473074384429,0.9128658493129884,-0.0013415504086018285,0.5692205844170282,0.31422209401116474,-0.0739540791900628
neg_persist_concat_z_bilateral,PA_score,C5SES,84,-0.17479395633552097,0.25974345640895946,-0.6729484497977587,0.5039038695549036,-0.47709753350957007,0.35570665911027755,0.01568763686502706,0.6131872595857131,0.3410204757314951,-0.03198680215633787
neg_persist_concat_z_bilateral,NA_score,C5SES,84,0.031243182523402732,0.06336790745418475,0.4930442518713701,0.6240180134087775,0.18743315148521678,0.13945164881883984,-0.0031387024147826806,0.6783247579691049,0.3591837284165872,-0.003542463045721922
neg_persist_concat_z_bilateral,NA_score_log,C5SES,84,0.05761304644702973,0.5794269589953396,0.09943107677786377,0.9211711513899401,0.7129016939807689,0.5352398612538093,0.004403441950910669,0.9492199780951585,0.369384369871703,0.012432126402855515
neg_persist_concat_z_bilateral,C5SPGP,C5SES,84,-0.15384918257239816,0.24001230160249987,-0.6410054049112778,0.5242813861777917,-0.3518199675227375,0.46043312044851625,0.01572541245395957,0.5834942173573473,0.40825979237739696,0.07331250504384801
neg_persist_concat_z_bilateral,C5SPGN,C5SES,84,0.02382261942163323,0.13599518817597045,0.17517251706588358,0.8616115943725933,0.13102782904081187,0.6270543084778033,-0.005360332455484652,0.7412906910689187,0.27967623944773456,-0.12805419105354776
neg_persist_concat_z_bilateral,C5SPGN_log,C5SES,84,0.019286416406147013,0.06471812049201507,0.2980064355936692,0.7668633868168885,0.053495402723484714,0.6766998518480425,-0.0037276222288070526,0.6296956218974175,0.3157580326750147,-0.0715487412825242
