fc_var,condition,seed_target,persistence_var,n,beta_fc,se_fc,t_fc,p_fc,r_squared,adj_r_squared,tier
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_crossrun_mean_z_L,130,-0.05140466909980622,0.040072846721622576,-1.2827805685207085,0.20309730012892363,0.3841778554020957,0.05427313508178977,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_crossrun_mean_z_R,130,0.003943954257088166,0.035081069351858285,0.11242400331446141,0.9107554545484866,0.360338808947258,0.01766317088328906,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_crossrun_mean_z_bilateral,130,-0.030476712507611844,0.02938739099908512,-1.0370676494745872,0.3026805290299947,0.36898440312894876,0.03094033337659985,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,pos_persist_crossrun_mean_z_L,130,-0.04159409513994872,0.04264180414021214,-0.9754300029891229,0.3321477570500564,0.33630486356694855,-0.01924610237932911,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,pos_persist_crossrun_mean_z_R,130,-0.04636412639779097,0.03960441504176397,-1.1706807523580058,0.24503757417029176,0.36277759986228775,0.02140845693137039,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,pos_persist_crossrun_mean_z_bilateral,130,-0.0351002915583985,0.03185852163546613,-1.101755190024998,0.2737150069873519,0.26903369052885173,-0.12255540383069197,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_concat_z_L,128,-0.09044498176022508,0.09823632460882752,-0.9206877610738472,0.35988175280571166,0.35435514499566045,0.012085583306613024,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_concat_z_R,128,-0.029898121514510732,0.09016895803722834,-0.3315788733209782,0.7410430570576746,0.29978861596808914,-0.07140778038617679,sensitivity
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_concat_z_bilateral,128,-0.06232493756606988,0.0812645606280192,-0.7669387133138682,0.44529401378393973,0.3287030930134537,-0.02716514683483595,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,130,-0.0508754022042989,0.0573741496086536,-0.8867303925429422,0.37775579451032193,0.3779370344230255,0.04468901714964624,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,130,-0.03373498532347405,0.049842639267930415,-0.6768298352366685,0.5003735664367824,0.36371259002169465,0.02284433467617386,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,130,-0.03297350271217683,0.04197695754064356,-0.7855143546373206,0.43436214021060515,0.36556540085571676,0.025689722742707866,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,130,-0.07126632827103269,0.06059137822558982,-1.1761793568335515,0.24284580179036552,0.33966233852608274,-0.014089980120658652,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,130,-0.022432986884551444,0.056824010788423494,-0.3947800687297071,0.6940058326625016,0.35358041207502544,0.007284204258074745,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,130,-0.054134670494273535,0.04532745651154402,-1.1943019675168955,0.235721462318696,0.2708519232516652,-0.11976311786351435,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_L,128,-0.18476975759740782,0.13943511043102544,-1.325130786831543,0.18876417366187287,0.3612743373291859,0.02267278121453753,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_R,128,-0.12767124515370443,0.12799609313847865,-0.9974620476546673,0.3214394268647112,0.30716617148296455,-0.060119231586307276,sensitivity
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,128,-0.16896799426050235,0.11489157903456532,-1.4706734443058533,0.145160477375522,0.34111555988799147,-0.008172577038856321,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,130,-0.015330321544335963,0.05527125082044915,-0.27736520011347526,0.7821811605910183,0.3726886724306361,0.03662903266133388,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,130,0.004535267899097639,0.04794215430092025,0.0945987506241576,0.9248588374247804,0.3603107107648219,0.01762002010311925,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,130,-0.012461894193649374,0.040393635635289686,-0.30851132852132046,0.7584570892077205,0.361628409959157,0.01964362958013388,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,130,-0.06341331333416433,0.05819267436193016,-1.0897129927345208,0.27895587936912775,0.33814362173316526,-0.016422295195496206,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,130,0.04111945736622571,0.054377577858487076,0.756184055737744,0.45165436137345305,0.3567598004844651,0.012166836458285646,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,130,-0.007771136023596116,0.04384247744258572,-0.17725129775736034,0.8597377128309528,0.25874791221893256,-0.13835142052092508,sensitivity
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_concat_z_L,128,-0.18255140548128718,0.13438748369549444,-1.3583958897163837,0.17801882343882555,0.3619463565180375,0.023701051539647855,sensitivity
