ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
0.09419313791495776,0.2619360098887856,95.0,two-sided,wald_normal,ok,C5SER,C5SPGP,229,,0.1780645739018717,0.042792335292118185,4.161132424447725,3.166733818749101e-05,3.166733818749101e-05,0.061246722663191054,-238.21110334704747,True,False,powell
-0.05756319096993202,0.045140971638736045,95.0,two-sided,wald_normal,ok,C5SER,C5SPGN,229,,-0.006211109665597985,0.026200522922560157,-0.23706052295047372,0.8126098376091218,0.8126098376091218,0.058574926910225235,-134.07784533074073,True,False,powell
-0.034306555729529516,0.029336564428577575,95.0,two-sided,wald_normal,ok,C5SER,C5SPGN_log,229,,-0.002484995650475971,0.016235788172669473,-0.15305666864138387,0.8783535865844072,0.8783535865844072,0.016009066122482814,-27.762235113672432,True,False,powell
-0.17734381364913335,-0.025749942638916862,95.0,two-sided,wald_normal,ok,C5SES,C5SPGP,229,,-0.1015468781440251,0.03867261648835632,-2.625808320329171,0.008644348107109678,0.008644348107109678,0.014288073288614356,-243.3046564856371,True,False,powell
0.01292140711150127,0.10561594117489104,95.0,two-sided,wald_normal,ok,C5SES,C5SPGN,229,,0.05926867414319615,0.02364699933125109,2.506393023188724,0.012196995980231051,0.012196995980231051,0.05938833061816346,-131.09235441755607,True,False,powell
0.007479769438746273,0.06457853419906327,95.0,two-sided,wald_normal,ok,C5SES,C5SPGN_log,229,,0.03602915181890477,0.014566279077244473,2.473462963866299,0.013381067278713799,0.013381067278713799,0.015393702159174386,-24.850874212288318,True,False,powell
