ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
-0.09234048063404834,0.05917381489665035,95.0,two-sided,student_t,ok,l_amyg-ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,101,-0.016583332868699,0.038189224070785156,-0.43424115760930815,0.332519792559634,0.665039585119268,0.17840484241458243,-0.02496029560160995
-0.051624980855845756,0.09553880008615954,95.0,two-sided,student_t,ok,l_amyg-post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,127,101,0.02195690961515689,0.03709267555126167,0.5919473127467627,0.7223956818249551,0.5552086363500899,0.17971676488773702,-0.023323639843021216
