predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
fd_mean_across_runs,neg_persist_crossrun_mean_z_L,127,,0.021652944873521738,0.12130197109657596,0.17850447670205208,0.8583268057587583,0.8583268057587583,2.3652852093634607e-12,63.14669884313241,True,False,powell
