ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,fit_maxiter,fit_attempts,predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
-0.07876198218172918,0.08074342272572756,95.0,two-sided,wald_normal,ok,2000.0,lbfgs:nonconverged; powell:ok,l_amyg-ant_vmPFC_neg,neg_persist_crossrun_mean_z_L,127,,0.0009907202719991936,0.04069090201800008,0.02434746399971515,0.5097122732295775,0.9805754535408451,5.702207467397837e-12,62.04737394803254,True,False,powell
-0.07138513110411211,0.10375190596391178,95.0,two-sided,wald_normal,ok,,,l_amyg-post_vmPFC_neg,neg_persist_crossrun_mean_z_L,127,,0.01618338742989983,0.04467863655900887,0.36221757592190135,0.6414052768056833,0.7171894463886335,1.3888552202282525e-09,62.20922512752668,True,False,lbfgs
