predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
l_amyg-ant_vmPFC_neg_vs_neu,PA_score,80,,0.306146801245711,0.20333342424328152,1.5056393329579536,0.06607989277404525,0.1321597855480905,0.3660083190723947,-82.66685909895438,True,False,lbfgs
l_amyg-ant_vmPFC_neg_vs_neu,NA_score,80,,-0.16536174682141128,0.05715294223526624,-2.893319929894611,0.0019059639850605992,0.0038119279701211983,0.021560090486708997,15.697198624987507,True,False,lbfgs
l_amyg-post_vmPFC_neg_vs_neu,PA_score,80,,-0.1358800457966508,0.17286964735370908,-0.786026048393714,0.7840738865949882,0.43185222681002355,0.4118620446309747,-83.76337918481335,True,False,lbfgs
l_amyg-post_vmPFC_neg_vs_neu,NA_score,80,,-0.06268423434818289,0.05301624688584467,-1.1823589565507242,0.1185316507250247,0.2370633014500494,0.013875237337954581,12.97396589294135,True,False,lbfgs
l_amyg-ant_minus_post_vmPFC_neg_vs_neu,PA_score,80,,0.37777595309360495,0.13844535558094226,2.7287008040709444,0.003179218243806181,0.006358436487612362,0.4117880544116852,-81.2219141491918,True,False,lbfgs
l_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score,80,,-0.053897579424687786,0.05857114413825255,-0.9202070442309752,0.17873228694541976,0.3574645738908395,0.015804703612721203,12.767380257462264,True,False,lbfgs
