persistence_var,affect_var,n,beta_persistence,se_persistence,t_persistence,p_persistence,r_squared,adj_r_squared,f_stat,f_pvalue
neg_persist_crossrun_mean_z_L,PA_score,94,-0.8623953547954448,0.7366234220760948,-1.1707411534171357,0.2460436126451187,0.3397411782328589,0.04056139961962302,1.1355753380379987,0.3291564808096784
neg_persist_crossrun_mean_z_L,NA_score,94,0.44171432771453,0.2265130515138351,1.9500612647371036,0.05555193517019506,0.5531993896715741,0.35074286311650615,2.7324354471778642,0.0004187266530919545
neg_persist_crossrun_mean_z_L,NA_score_log,94,0.7812127237034652,1.6138772472410594,0.48405956837111175,0.629995914787737,0.39208416930765433,0.11662230852518518,1.4233700745138045,0.12079920398064153
neg_persist_crossrun_mean_z_L,C5SPGP,152,-0.7628606913582778,0.4731753038604436,-1.612215779510067,0.10988853295362348,0.3459280373795445,0.06825597777652093,1.2458150736307558,0.179674347801511
neg_persist_crossrun_mean_z_L,C5SPGN,152,-0.302498892807396,0.3471687999473988,-0.8713308708997728,0.3855427095824536,0.20096201957467907,-0.1382522173983345,0.5924339183637117,0.9750111693931734
neg_persist_crossrun_mean_z_L,C5SPGN_log,152,-0.1286752715377477,0.1537953399164109,-0.8366656077335232,0.40466279519718973,0.24265957234314772,-0.07885287336023294,0.754743947197053,0.8550146480089779
neg_persist_crossrun_mean_z_R,PA_score,94,-0.1329855441273734,0.7430489098427917,-0.17897280026359155,0.8585244382273429,0.32593832349819574,0.020504126333315664,1.0671310760996653,0.40333197188239056
neg_persist_crossrun_mean_z_R,NA_score,94,-0.12861081296019378,0.23220290625324333,-0.5538725377533787,0.5815961660988654,0.5289095862997278,0.31544674259179206,2.4777594878450726,0.0013005235090858007
neg_persist_crossrun_mean_z_R,NA_score_log,94,0.28809017559778605,1.6137457625264062,0.1785226534982594,0.8588764467126293,0.3901621810350786,0.11382941931659862,1.411928786904264,0.1261685855327903
neg_persist_crossrun_mean_z_R,C5SPGP,152,-0.8535071147900279,0.4996147671583301,-1.7083304395595413,0.0905018702834951,0.347844602024027,0.07098617835498189,1.2563988388514356,0.170790809441804
neg_persist_crossrun_mean_z_R,C5SPGN,152,0.28734522850987315,0.3673593610807891,0.7821911157088512,0.4358460711853257,0.19985732183681104,-0.13982589059095796,0.5883638476226117,0.9764441934110085
neg_persist_crossrun_mean_z_R,C5SPGN_log,152,0.06945722380154495,0.16302392534758262,0.4260554004785218,0.6709313793370237,0.23896146650251104,-0.08412092979359276,0.739630104400686,0.8717959215064012
neg_persist_crossrun_mean_z_bilateral,PA_score,94,-0.9296707099062256,0.9368115957013857,-0.992377457935057,0.324750676067068,0.3358211505435825,0.0348651093836434,1.1158478469123496,0.34959251665285734
neg_persist_crossrun_mean_z_bilateral,NA_score,94,0.1850864312719985,0.2947230940948131,0.628001113521344,0.5322378053961987,0.5295505197987064,0.31637809908249526,2.484141794794731,0.0012639963077952657
neg_persist_crossrun_mean_z_bilateral,NA_score_log,94,1.1183794057504675,2.045376891356761,0.5467840232655666,0.5864285646928138,0.39269548999031767,0.11751063389218042,1.427024348499299,0.119126740107228
neg_persist_crossrun_mean_z_bilateral,C5SPGP,152,-1.4252476549848563,0.611620743619363,-2.3302801120686762,0.021685127698610248,0.3625452128790032,0.09192761457291965,1.339695626405436,0.11248742764340805
neg_persist_crossrun_mean_z_bilateral,C5SPGN,152,-0.09025400935473106,0.4560983010791815,-0.1978828010128071,0.8435157509439972,0.19553614475428127,-0.14598152964248623,0.5725505864364485,0.9814359815797804
neg_persist_crossrun_mean_z_bilateral,C5SPGN_log,152,-0.06835799553363084,0.20192311268581173,-0.3385347750655691,0.7356298727538221,0.2384815445590993,-0.0848045921846794,0.7376794655073894,0.8738790930886597
pos_persist_crossrun_mean_z_L,PA_score,94,0.28041336711838116,0.5838445978433823,0.4802876795540767,0.6326604506239952,0.3280229812361135,0.023533394608727498,1.0772880112892858,0.3917590137527754
pos_persist_crossrun_mean_z_L,NA_score,94,0.10160120308860776,0.1827309419995667,0.5560153194462747,0.5801391435778727,0.5289270079184236,0.3154720583814593,2.4779327397457633,0.0012995181084132197
pos_persist_crossrun_mean_z_L,NA_score_log,94,-0.131810620122236,1.2701621247747832,-0.10377464226907866,0.9176727041011975,0.38996114788968617,0.11353729302720017,1.4107362336137095,0.12674000110052727
pos_persist_crossrun_mean_z_L,C5SPGP,152,-0.4292778808544613,0.44394980099803105,-0.96695139830993,0.3357693478157586,0.3357486213179516,0.053755111500100816,1.1906253499763988,0.23186743301206666
pos_persist_crossrun_mean_z_L,C5SPGN,152,-0.3112982758224253,0.3229637849936339,-0.9638798227131302,0.3372999892202726,0.20223121673581979,-0.13644421012161523,0.597123973865836,0.9732808137299995
