fc_var,condition,seed_target,persistence_var,n,r,p
r_amyg-post_vmPFC_neg_vs_pos,neg_vs_pos,r_amyg-post_vmPFC,neg_persist_concat_z_bilateral,146,0.000644438566123241,0.9938405124147522
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,-0.060601947335016906,0.46436620856237093
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,-0.08224925638728461,0.32031716910191693
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.08443908614584111,0.30755802641397567
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,-0.16227761795144519,0.04877710489478671
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,-0.03978886873919302,0.6311289610835322
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,-0.14675415969458502,0.07510001929483841
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.035398326851687464,0.6714373850657254
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_R,146,-0.06097248356849984,0.46472951825006587
l_amyg_safety_vs_threat_neg,neg,l_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.06633777326446913,0.4262940273546614
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,0.01961137896427245,0.8129806628628033
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,-0.026963795757432643,0.7449490701026535
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.02245193673958587,0.7865003953209689
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,-0.10501832825694063,0.20398273284690724
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,0.05522419194852243,0.5049996513308589
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,-0.03725063275528806,0.6530802878458878
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.07362245356734146,0.3771626408561578
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_concat_z_R,146,0.02171336036214298,0.7947565226109314
r_amyg_safety_vs_threat_neg,neg,r_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.03700418110213177,0.6574533842532608
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,-0.06684569670411403,0.4195390511812482
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,0.026888255651378583,0.745639105998479
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.03455327591669283,0.6767375941805023
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,0.016733558761412068,0.8400257209629928
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,-0.12149659097912649,0.1412931595927505
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,-0.048483135304727115,0.5584361014300294
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.08459876526094035,0.30998875396497333
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_concat_z_R,146,0.060893381389418265,0.46531009304621074
l_amyg_safety_vs_threat_neu,neu,l_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.013608622463264441,0.8704965796427931
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,-0.09305276250750066,0.2606399718600592
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,-0.13050361383309955,0.11388893268099883
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.18744600436513076,0.022530486621962303
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,0.005978118545377727,0.942513616436527
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,-0.14658784954265713,0.07543442661878483
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,-0.06638546232823991,0.42275479592772086
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.09609214433286214,0.24859130520884226
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_concat_z_R,146,0.0223394682736537,0.7889748699439795
r_amyg_safety_vs_threat_neu,neu,r_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.04738807634316737,0.5700418959920408
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,-0.002562150641869501,0.9753447686787942
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,-0.12240580251003814,0.1383180085358364
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.05171841908818412,0.5324536256956885
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,-0.023495700879560488,0.7768295495574347
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,-0.1121187687023383,0.17487645252330655
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,-0.05131779759514663,0.5356378556160701
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.016990585795275057,0.8387066785209341
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_concat_z_R,146,0.03936077127780305,0.637146047847252
l_amyg_safety_vs_threat_pos,pos,l_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,0.01750701941707647,0.8338738011194182
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,-0.09161798254027857,0.26809450999079804
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,-0.004636146322081251,0.9554029648396558
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,-0.08108704400533347,0.3272259875012098
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,0.05949832863592691,0.47255517720900486
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,-0.012166918321495836,0.8833156561232022
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,0.06101997495887049,0.46128493252398384
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.04735002555543072,0.5703519697701146
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_concat_z_R,146,0.0104109348117822,0.9007468900852303
r_amyg_safety_vs_threat_pos,pos,r_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.03388830564372862,0.6846904543762882
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_L,148,0.009091681617757447,0.9126714671085968
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_R,148,-0.09253546988880906,0.26331108409231374
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_bilateral,148,-0.03957312466465508,0.6329826502455838
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_L,148,-0.1501883431302188,0.06845853135808318
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_R,148,0.07517292329810202,0.3638520227268085
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_bilateral,148,-0.07909470891626097,0.3392905191735154
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_L,146,0.045754949759489044,0.5834211456243026
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_R,146,-0.10535656691734625,0.20565225932524567
l_amyg_safety_vs_threat_neg_vs_neu,neu,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_bilateral,146,-0.043442253957304715,0.6026115053937388
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_L,148,0.09818037589731181,0.23516491686080024
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_R,148,0.09116368713120321,0.27048477041049535
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_bilateral,148,0.1448460694280162,0.0790094598204434
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_L,148,-0.09494664659274844,0.2510192444262162
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_R,148,0.17545020073445258,0.032931329832094826
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_bilateral,148,0.026268618527447808,0.7513068807494571
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_L,146,0.02143578614465058,0.7973233132292664
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_R,146,-0.0010651643530963295,0.9898194253539032
r_amyg_safety_vs_threat_neg_vs_neu,neu,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_bilateral,146,0.009977035139040361,0.9048636138650907
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_L,148,-0.04996780524561632,0.5464373194383775
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_R,148,0.047218129336989684,0.5687585788809807
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_bilateral,148,-0.023050042111274843,0.7809546449820525
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_L,148,-0.11771167363459856,0.15420322833121525
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_R,148,0.07401391857444951,0.37131623613379316
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_bilateral,148,-0.07736618898607725,0.3499832994686503
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_L,146,-0.014218487321348144,0.8647470781171077
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_R,146,-0.09068333732351644,0.27634924884712214
l_amyg_safety_vs_threat_neg_vs_pos,pos,l_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_bilateral,146,-0.07424368892139903,0.37313904576357154
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_L,148,0.08951948775099958,0.27925628452984996
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_R,148,-0.018860722695259992,0.8200152727192859
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_crossrun_mean_z_bilateral,148,0.04592185902681788,0.5794288684104499
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_L,148,-0.13534729703207857,0.1009706492506294
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_R,148,0.05591471491409933,0.499680495663089
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,pos_persist_crossrun_mean_z_bilateral,148,-0.07986097929317983,0.33461737465997715
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_L,146,-0.023776698412144436,0.7757469909082875
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_R,146,0.009872311215648452,0.9058575897435421
r_amyg_safety_vs_threat_neg_vs_pos,pos,r_amyg_safety_vs_threat_neg_vs,neg_persist_concat_z_bilateral,146,-0.0038318001095452303,0.9633883516156223
