fc_var,persistence_var,n,beta_persistence,se_persistence,t_persistence,p_persistence,r_squared,adj_r_squared,f_stat,f_pvalue
conn_l_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.056565438278196024,0.10519943904859068,-0.5376971473400058,0.5919689538909634,0.2828708357492937,-0.029541869468835635,0.9054396028861587,0.6373162943411292
conn_l_amyg_safety_vs_threat,neg_persist_concat_z_R,146,-0.29188393890841235,0.10278189546330795,-2.8398380628484503,0.0054587890752135345,0.33399721569104845,0.043857388863386415,1.1511594921073587,0.2784463551753179
conn_l_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.22159201644291968,0.11736417896792083,-1.8880719687349192,0.06188631425252007,0.30533631058321153,0.0027105448966898704,1.0089567551875196,0.4727553083810253
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,148,0.2086389953445787,0.2298607315993574,0.9076756777587928,0.3661890788901111,0.2913384870408924,-0.021306298088125786,0.9318514202009374,0.596305813111358
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_R,148,-0.012198315224069833,0.25150362845393026,-0.048501547667747814,0.9614113740213222,0.28563095646701664,-0.029531856856358285,0.9062965057807852,0.6375964365523603
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_bilateral,148,0.2734980522948335,0.30643757890939344,0.8925082010770636,0.3742213820748508,0.29115025635551706,-0.0215775717229314,0.9310020734147185,0.5976824020812741
conn_r_amyg_ant_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_L,148,-0.52576295258807,0.2151245687899671,-2.4439930573498976,0.0162418357590169,0.32513448693223457,0.027399701755279282,1.092027210522259,0.3514927800416435
conn_r_amyg_ant_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_R,148,-0.11088818154764413,0.2390589195726189,-0.4638529352758981,0.6437415044249613,0.287118239152084,-0.027388420045525885,0.9129162475751672,0.6269369169236736
conn_r_amyg_ant_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_bilateral,148,-0.5844254022637858,0.28719102171727023,-2.0349710056017445,0.04444779860705666,0.31348631094870116,0.010612624602539866,1.0350397709704318,0.4330298475601681
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_concat_z_L,146,-0.05822404051814344,0.09356235342477418,-0.6223020091618006,0.5351456921252691,0.2876192030870356,-0.02272490645920633,0.926775131989994,0.6031580726857821
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_concat_z_R,146,-0.09740833159421768,0.09454218080671596,-1.0303161061342696,0.30532264173842977,0.292325699328979,-0.015968055418792426,0.9482050636028723,0.5687307934776684
conn_r_amyg_ant_vmPFC_neg_vs_neu,neg_persist_concat_z_bilateral,146,-0.0953082313334313,0.10583494415827405,-0.9005365108040284,0.3699770659053295,0.2905839148871051,-0.018468637043264957,0.9402411113323342,0.5815214540230111
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,148,0.06231606239592154,0.24831143241752304,0.25095929651414617,0.8023504356748206,0.2798505685773903,-0.037862415873761046,0.8808282389239829,0.6781631140120539
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_R,148,-0.24438623628460426,0.269603842176843,-0.9064642191720041,0.36682659746825796,0.28516438072087924,-0.030204274843438794,0.9042255014551414,0.6409236238183411
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_bilateral,148,-0.0032318753589580806,0.33109309075102883,-0.009761228637019023,0.992230856335483,0.2794065807213305,-0.03850228072514139,0.8788889351811158,0.6812141550762238
conn_r_amyg_post_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_L,148,-0.33796671406417866,0.235851567416406,-1.4329636125228034,0.1549261649413071,0.2936260783139858,-0.01800947537102049,0.9422098179810895,0.5795137736363386
conn_r_amyg_post_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_R,148,-0.6010780516731608,0.25059133611116835,-2.3986386002048694,0.01827272320980648,0.31788183359301947,0.016947348413469232,1.0563157406282557,0.4015942214510661
conn_r_amyg_post_vmPFC_neg_vs_neu,pos_persist_crossrun_mean_z_bilateral,148,-0.731681415207167,0.30686968046236074,-2.3843392221243302,0.018958240123986874,0.3174486024950246,0.016322985948711954,1.0542065671327616,0.4046610737038906
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_concat_z_L,146,0.033915207975965186,0.10067085163702288,0.3368920340343329,0.7368973249411539,0.2799582209251249,-0.03372334619660289,0.8924917823318701,0.6578713894983373
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_concat_z_R,146,-0.024137552479808692,0.10209191256458629,-0.23642962379158663,0.813578137358064,0.27954782979299575,-0.03431252158431297,0.8906758326314878,0.6607390426211261
conn_r_amyg_post_vmPFC_neg_vs_neu,neg_persist_concat_z_bilateral,146,0.035544813943013814,0.11412287112518957,0.31146091570043094,0.7560922302225167,0.27984078625186903,-0.033891940529494846,0.8919719314041672,0.658692738072196
conn_r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_L,148,0.14632293294865717,0.22413336852358284,0.6528386822208554,0.5153290241788904,0.2859572891023967,-0.029061553940663565,0.9077466171231824,0.6352644418123407
conn_r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_R,148,0.23218792106053437,0.24368304297417137,0.9528275674280077,0.34292996865237246,0.28929951653913477,-0.02424481439948223,0.9226750031585526,0.6111691887897783
conn_r_amyg_safety_vs_threat,neg_persist_crossrun_mean_z_bilateral,148,0.27672992765379184,0.2981295260538875,0.9282204661733919,0.3554845664026969,0.28897970531188355,-0.02470571881522665,0.9212404628491262,0.6134901771602139
conn_r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_L,148,-0.1877962385238913,0.21459704359403559,-0.875111023799355,0.3835695169406662,0.2883170607839143,-0.025660706517300014,0.918272218004906,0.6182895142321423
conn_r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_R,148,0.4901898701255167,0.22778277546253367,2.1520058710766934,0.03375623286750973,0.31411511033895856,0.01151883548849908,1.0380666797507392,0.42849217274202356
conn_r_amyg_safety_vs_threat,pos_persist_crossrun_mean_z_bilateral,148,0.1472560129433812,0.2847371991371241,0.5171646465218809,0.6061608983834217,0.2848489553362372,-0.03065885848601102,0.9028269439206863,0.643168174826634
conn_r_amyg_safety_vs_threat,neg_persist_concat_z_L,146,-0.0921392484941086,0.09068486264293453,-1.0160378017762524,0.31203914684119904,0.28796821704076303,-0.02222384682266698,0.9283545602493184,0.6006214011731826
conn_r_amyg_safety_vs_threat,neg_persist_concat_z_R,146,-0.07327077911440895,0.0921193708445423,-0.7953894869522976,0.4282522720722933,0.2851680259163276,-0.026243923189430696,0.9157260237932681,0.6208796572629685
conn_r_amyg_safety_vs_threat,neg_persist_concat_z_bilateral,146,-0.13085304527644512,0.10249442404670261,-1.2766845269243194,0.20464121735286095,0.29211421523146686,-0.016271671202349625,0.9472360055431991,0.5702863250856479
