persistence_var,n,beta_age,se_age,t_age,p_age,r_squared,adj_r_squared
neg_persist_crossrun_mean_z_L,131,-0.0013970203496052364,0.0015724167662213712,-0.8884542442029382,0.37677470940212787,0.37214409006269045,0.050915484978485526
neg_persist_crossrun_mean_z_R,131,0.0013921964134162084,0.0013883252557048884,1.0027883651150282,0.3187761984664295,0.35393765664963195,0.023394132144792468
neg_persist_crossrun_mean_z_bilateral,131,0.00017689672772733435,0.0011601245978270793,0.15248080081972493,0.879164905326258,0.35664791310601485,0.027491031439324742
pos_persist_crossrun_mean_z_L,131,-0.00044931132030520573,0.001676510570680501,-0.26800386956273636,0.7893381032103559,0.32672089653425185,-0.017747481983107605
pos_persist_crossrun_mean_z_R,131,0.00107754821752272,0.0015594087388730046,0.690997934448842,0.4914278182371489,0.351399243059208,0.019556995322058568
pos_persist_crossrun_mean_z_bilateral,131,0.000553949945724011,0.0012606174656516185,0.43942747170940705,0.6614540335929423,0.25550595931067654,-0.1253979684838611
neg_persist_concat_z_L,132,-0.0002924563998168829,0.003938253286829258,-0.07426043438977069,0.9409717044599776,0.3277427631301679,-0.0007465685221363927
neg_persist_concat_z_R,132,-0.0026990422193096204,0.0035033482579066573,-0.770417903278154,0.4431154588333158,0.2805861281737987,-0.07094565010491327
neg_persist_concat_z_bilateral,132,-0.0017100585332223842,0.0032088398763820292,-0.5329211176316088,0.5954314499468552,0.3034606591869682,-0.036893791437581314
