ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
-0.250733245188774,0.5981118270658883,95.0,two-sided,wald_normal,ok,r_amyg-ant_vmPFC_neg_vs_neu,PA_score,81,,0.17368929093855712,0.21654608935425443,0.802089252484322,0.4225013314876864,0.4225013314876864,0.4211384981130165,-85.14537695858749,True,False,lbfgs
-0.06954613231585369,0.17406278631988711,95.0,two-sided,wald_normal,ok,r_amyg-ant_vmPFC_neg_vs_neu,NA_score,81,,0.05225832700201672,0.06214627425740903,0.8408923564035944,0.40040824087051896,0.40040824087051896,0.009738072986037809,13.481446733633234,True,False,powell
-0.7513875338759158,0.26828593646242116,95.0,two-sided,wald_normal,ok,r_amyg-post_vmPFC_neg_vs_neu,PA_score,81,,-0.24155079870674734,0.26012556311784074,-0.9285930833230767,0.3531000077366184,0.3531000077366184,0.4239964471931374,-84.86607336082321,True,False,lbfgs
-0.08623461817436202,0.1715793375008995,95.0,two-sided,wald_normal,ok,r_amyg-post_vmPFC_neg_vs_neu,NA_score,81,,0.042672359663268725,0.06577007478424733,0.648811177473212,0.5164604318373196,0.5164604318373196,0.011138264706964525,13.404305047042357,True,False,powell
