predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
C5PAGE,neg_persist_crossrun_mean_z_L,152,,-0.001553410975698898,0.0011505379029976299,-1.35016062630498,0.08848223244922293,0.17696446489844586,2.6263576931149837e-08,78.31481666821153,True,False,lbfgs
