predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
l_amyg-ant_minus_post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,128,,0.037537235522470146,0.0389669728594463,0.9633089965152486,0.8323037600871277,0.3353924798257446,4.122162022756123e-12,57.34046737013438,True,False,powell
r_amyg-ant_minus_post_vmPFC_neg_vs_neu,neg_persist_crossrun_mean_z_L,128,,0.029456994128516892,0.04327945432826611,0.6806230481810471,0.7519449803895693,0.4961100392208615,1.842804508731292e-12,57.21004298076005,True,False,powell
