ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
-0.0025385113729789574,0.003169250617129593,95.0,two-sided,student_t,ok,C5PAGE,neg_persist_crossrun_mean_z_R,127,102,0.0003153696220753176,0.0014388141251309762,0.21918718795355815,0.8269422453215798,0.8269422453215798,0.10603342862010279,-0.10431164699869666
