ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
-0.019157606013146276,0.010462658497389544,95.0,two-sided,wald_normal,ok,C5PAGE,C5SER,229,,-0.004347473757878367,0.007556328775471562,-0.5753420592273074,0.5650599817004478,0.5650599817004478,0.0019471287023234349,-339.00073770507436,True,False,powell
-0.006185905931930257,0.029008013697330148,95.0,two-sided,wald_normal,ok,C5PAGE,C5SES,229,,0.011411053882699945,0.008978205698386693,1.2709726493290763,0.20373837894505442,0.20373837894505442,0.5691547494367598,-360.3960037427927,True,False,powell
