ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
-0.022410712902180545,0.014798322041930047,95.0,two-sided,student_t,ok,C5PAGE,C5SER,229,181,-0.003806195430125248,0.009428807274119823,-0.4036772965518648,0.6869265433108919,0.6869265433108919,0.24206877336223587,0.04525790235684968
-0.0007633272349195953,0.03923288648444151,95.0,two-sided,student_t,ok,C5PAGE,C5SES,229,181,0.019234779624760955,0.010135081208658239,1.8978416875761182,0.059308663166551624,0.059308663166551624,0.34246571762789835,0.17172477137657916
