ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
-1.232497434586029,1.4289711519199306,95.0,two-sided,student_t,ok,pos_persist_crossrun_mean_z_L,PA_score,81,65,0.09823685866695075,0.6663206820426443,0.14743180170514897,0.8832475705156877,0.8832475705156877,0.16027049986487696,-0.033513230935536154
-0.30899617129469964,0.331820359608155,95.0,two-sided,student_t,ok,pos_persist_crossrun_mean_z_L,NA_score,81,65,0.01141209415672767,0.16043372072858214,0.0711327650128764,0.9435105026462454,0.9435105026462454,0.1892695779096496,0.002177942042645653
