predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
C5PAGE,neg_persist_concat_z_L,127,101,-0.00014968890017815075,0.003629388270874464,-0.04124356200172674,0.9671831471381949,0.9671831471381949,0.16928955670690238,-0.03633184014782476
C5PAGE,neg_persist_concat_z_R,127,101,-0.002588206358108338,0.003261941830108542,-0.7934557061130102,0.4293724908980395,0.4293724908980395,0.13699306360035246,-0.07662251471639192
