ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,r_squared,adj_r_squared,p_two_tailed
-0.0020488772548560193,0.02685123866237171,95.0,two-sided,student_t,ok,C5PAGE,PA_score,137,114,0.012401180703757845,0.007294353427652607,1.7001069151304702,0.045918788492337805,0.14102229497419894,-0.024745332311481905,0.09183757698467561
-0.00891950794407661,0.0023558414609587703,95.0,two-sided,student_t,ok,C5PAGE,NA_score,137,114,-0.00328183324155892,0.00284588421085095,-1.1531857933804048,0.12562315028857193,0.21506087488786452,0.06358139460306644,0.25124630057714387
-0.07582583090204625,-0.012118296206237826,95.0,two-sided,student_t,ok,C5PAGE,NA_score_log,137,114,-0.043972063554142043,0.016079702773740465,-2.7346316143325855,0.0036216421327514535,0.17236403432485203,0.01264481287877095,0.007243284265502907
