predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
l_amyg_neg_image,PA_score,81,65,0.5545496692281949,0.7825969990851842,0.7086018345028604,0.4811052651677785,0.4811052651677785,0.16642892090926187,-0.025933635803985444
l_amyg_neg_image,NA_score,81,65,-0.11592029853006182,0.18858503796942108,-0.6146844934159528,0.540908958023598,0.540908958023598,0.1938922726167166,0.00786741245134348
ant_vmPFC_neg_image,PA_score,81,65,0.305144412023149,0.6181020547052095,0.49367965969419253,0.6231964943182184,0.6231964943182184,0.16312757284644375,-0.02999683341976156
ant_vmPFC_neg_image,NA_score,81,65,-0.023871709238152905,0.14905407604048976,-0.16015468930663984,0.8732558922285218,0.8732558922285218,0.18952628674995586,0.00249389138456102
post_vmPFC_neg_image,PA_score,81,65,0.9010029161357171,0.6525287927204012,1.3807864513984494,0.17207407615902537,0.17207407615902537,0.18392664600265118,-0.004397974150583295
post_vmPFC_neg_image,NA_score,81,65,-0.17086956209309634,0.15796466576805443,-1.0816948287915897,0.283384956066961,0.283384956066961,0.20354346546405333,0.019745803648065552
