predictor,outcome,n,n_groups,beta,se,z,p,p_two_tailed,re_var,log_likelihood,converged,degenerate_re,optimizer
neg_persist_crossrun_mean_z_L,NA_score_log,83,,1.8549798629493424,1.3704940498391591,1.3535117961052383,0.1758921841264005,0.1758921841264005,0.08175223605428394,-145.78155291493596,True,False,powell
neg_persist_crossrun_mean_z_L,C5SPGN_log,83,,-0.005374760143065534,0.1392150998624174,-0.038607594638636666,0.969203247162743,0.969203247162743,0.017232317032814647,27.527383632331137,True,False,lbfgs
