ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,df_resid,beta,se,t,p,p_two_tailed,r_squared,adj_r_squared
-0.4208523941961776,0.6509121108205437,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,PA_score,81,65,0.11502985831218304,0.26832511177949975,0.4286958367381976,0.3347809946426683,0.6695619892853366,0.16235803013191785,-0.030943962914562695
-0.16292055342284012,0.09491581031757586,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score,81,65,-0.034002371552632124,0.06455146704115518,-0.5267482384397818,0.30008074517749794,0.6001614903549959,0.19265276813727827,0.006341868476650081
-1.7706620146502128,0.4525713114423561,95.0,two-sided,student_t,ok,l_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score_log,81,65,-0.6590453516039284,0.5566048585704846,-1.1840452727928739,0.12035350715973371,0.24070701431946742,0.2716466491663586,0.10356510666628749
-0.4155427581854467,0.667537190014095,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,PA_score,81,65,0.1259972159143241,0.2711580266060805,0.46466341967211644,0.3218626375562539,0.6437252751125078,0.1627707375282672,-0.030436015349825096
-0.11879286911127082,0.14232051350584415,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score,81,65,0.011763822197286666,0.06537189583150783,0.17995228756417309,0.571125068452548,0.8577498630949042,0.18961020130857975,0.002597170841328822
-1.0884983759735052,1.1827469306821752,95.0,two-sided,student_t,ok,r_amyg-ant_minus_post_vmPFC_neg_vs_neu,NA_score_log,81,65,0.04712427735433494,0.5686250551631596,0.08287407831653362,0.5328968225055022,0.9342063549889956,0.256015651753409,0.08432695600419571
