ci_low,ci_high,ci_level,ci_sidedness,ci_method,ci_status,predictor,outcome,n,r,p,p_two_tailed
-0.22608665169414927,0.12135739532769162,95.0,two-sided,fisher_z,ok,C5PAGE,ant_vmPFC_neg_image_mean_z,127,-0.05399890056283636,0.5465352741629501,0.5465352741629501
-0.15803946167654953,0.19029634333564022,95.0,two-sided,fisher_z,ok,C5PAGE,post_vmPFC_neg_image_mean_z,127,0.01663313330980936,0.8527542355469193,0.8527542355469193
